Country,Airport,Flight identification,Flight Status,Aircraft Code,Aircraft Name,Aircraft Registration,Aircraft owner (Country),Airline Name,Airline Code,Departure Country,Departure Airport Name,Departure Airport Code,Scheduled Departure,Scheduled Arrival,Estimated Departure,Destination Country,Destination Airport Name,Destination Airport Code
United Kingdom,London Stansted Airport,FR2353,Scheduled,B738,Boeing 737-8H4,G-WUKR,Ireland,Ryanair,RYR,Germany,Cologne Bonn Airport,EDDK,2024-03-15 07:35:00,2024-03-15 08:55:00,2024-03-15 07:50:00,Spain,Valencia Airport,LEVC
United Kingdom,London Stansted Airport,FR14,Scheduled,B738,Boeing 737 MAX 8,G-WUKZ,Ireland,Ryanair,RYR,Greece,Athens Eleftherios Venizelos,LGAV,2024-03-15 05:15:00,2024-03-15 09:10:00,2024-03-15 05:15:00,Slovakia,Bratislava M. R. Stefanik Airport,LZIB
United Kingdom,London Stansted Airport,FR204,Scheduled,B738,,G-EZUI,Ireland,Ryanair,RYR,Ireland,Dublin Airport,EIDW,2024-03-15 07:50:00,2024-03-15 09:10:00,2024-03-15 07:50:00,Portugal,Lisbon Humberto Delgado Airport,LPPT
United Kingdom,London Stansted Airport,FR906,Scheduled,B738,Boeing 737 MAX 8,,Ireland,Ryanair,RYR,Ireland,Cork Airport,EICK,2024-03-15 07:45:00,2024-03-15 09:10:00,2024-03-15 07:45:00,Germany,Nuremberg Airport,EDDN
United Kingdom,London Stansted Airport,FR8362,Scheduled,B738,Airbus A321-271N,EI-IFT,Ireland,Ryanair,RYR,Spain,Seville San Pablo Airport,LEZL,2024-03-15 06:20:00,2024-03-15 09:10:00,2024-03-15 06:27:00,France,Carcassonne Airport,LFMK
United Kingdom,London Stansted Airport,FR92,Scheduled,B38M,,G-UZLL,Ireland,Ryanair,RYR,Ireland,Shannon Airport,EINN,2024-03-15 07:50:00,2024-03-15 09:20:00,2024-03-15 08:05:00,Spain,Gran Canaria Airport,GCLP
United Kingdom,London Stansted Airport,FR1517,Scheduled,B738,Boeing 737 MAX 8,G-UZHO,Ireland,Ryanair,RYR,Germany,Hamburg Airport,EDDH,2024-03-15 07:55:00,2024-03-15 09:25:00,2024-03-15 08:10:00,Spain,Barcelona El Prat Airport,LEBL
United Kingdom,London Stansted Airport,FR3633,Scheduled,B38M,Airbus A321-271N,,Ireland,Ryanair,RYR,Germany,Bremen Airport,EDDW,2024-03-15 08:20:00,2024-03-15 09:45:00,2024-03-15 08:20:00,Hungary,Budapest Ferenc Liszt International Airport,LHBP
United Kingdom,London Stansted Airport,OG800,Scheduled,A20N,Boeing 737-8H4,G-UZHR,Iceland,Play,FPY,Iceland,Keflavik International Airport,BIKF,2024-03-15 06:50:00,2024-03-15 09:55:00,2024-03-15 06:50:00,United Kingdom,Belfast International Airport,EGAA
United Kingdom,London Stansted Airport,FR2533,Scheduled,B738,Boeing 737-8H4,9H-WDT,Ireland,Ryanair,RYR,Netherlands,Eindhoven Airport,EHEH,2024-03-15 09:05:00,2024-03-15 10:10:00,2024-03-15 09:20:00,Italy,Bari Karol Wojtyla Airport,LIBD
United Kingdom,London Stansted Airport,FR7633,Scheduled,B38M,Boeing 737 MAX 8,,Ireland,Ryanair,RYR,Germany,Nuremberg Airport,EDDN,2024-03-15 09:10:00,2024-03-15 10:55:00,2024-03-15 09:10:00,Spain,Alicante Airport,LEAL
United Kingdom,London Stansted Airport,FR465,Scheduled,B38M,Boeing 737 MAX 8,,Ireland,Ryanair,RYR,Italy,Turin Caselle Airport,LIMF,2024-03-15 09:15:00,2024-03-15 11:15:00,2024-03-15 09:15:00,Spain,Madrid Barajas Airport,LEMD
United Kingdom,London Stansted Airport,FR62,Scheduled,B738,Boeing 737-7H4,G-NHHG,Ireland,Ryanair,RYR,Slovakia,Bratislava M. R. Stefanik Airport,LZIB,2024-03-15 09:40:00,2024-03-15 12:00:00,2024-03-15 09:55:00,Poland,Szczecin Goleniow Airport,EPSC
United Kingdom,London Stansted Airport,FR211,Scheduled,B738,Boeing 737-71B,2-REDY,Ireland,Ryanair,RYR,Ireland,Dublin Airport,EIDW,2024-03-15 10:50:00,2024-03-15 12:10:00,2024-03-15 10:50:00,Spain,Alicante Airport,LEAL
United Kingdom,London Stansted Airport,FR1883,Scheduled,B738,Boeing 737-7H4,OE-LNZ,Ireland,Ryanair,RYR,Portugal,Lisbon Humberto Delgado Airport,LPPT,2024-03-15 09:30:00,2024-03-15 12:20:00,2024-03-15 09:44:00,France,Limoges Bellegarde Airport,LFBL
United Kingdom,London Stansted Airport,FR1136,Scheduled,B38M,Boeing 737-7H4,,Ireland,Ryanair,RYR,Latvia,Riga International Airport,EVRA,2024-03-15 09:45:00,2024-03-15 12:40:00,2024-03-15 09:54:00,France,Bergerac Dordogne Perigord Airport,LFBE
United Kingdom,London Stansted Airport,FR1885,Scheduled,B738,Boeing 737-8H4,9H-QAY,Ireland,Ryanair,RYR,Portugal,Lisbon Humberto Delgado Airport,LPPT,2024-03-15 10:30:00,2024-03-15 13:20:00,2024-03-15 10:44:00,Portugal,Porto Francisco de Sa Carneiro Airport,LPPR
United Kingdom,Manchester Airport,FR552,Scheduled,B738,Airbus A320-214,,Ireland,Ryanair,RYR,Ireland,Dublin Airport,EIDW,2024-03-15 06:20:00,2024-03-15 07:20:00,2024-03-15 06:20:00,Iceland,Keflavik International Airport,BIKF
United Kingdom,Manchester Airport,FR8357,Scheduled,B38M,Boeing 737-7H4,,Poland,Buzz,RYS,Hungary,Budapest Ferenc Liszt International Airport,LHBP,2024-03-15 06:00:00,2024-03-15 08:50:00,2024-03-15 06:00:00,Spain,Tenerife South Airport,GCTS
United Kingdom,Manchester Airport,U2712,Scheduled,A320,Mitsubishi CRJ-702ER,PR-YRN,United Kingdom,easyJet,EZY,United Kingdom,Belfast City George Best  Airport,EGAC,2024-03-15 08:05:00,2024-03-15 09:05:00,2024-03-15 08:05:00,Netherlands,Amsterdam Schiphol Airport,EHAM
United Kingdom,Manchester Airport,U2728,Scheduled,A320,Mitsubishi CRJ-702ER,PR-YRQ,United Kingdom,easyJet,EZY,Jersey,Jersey Airport,EGJJ,2024-03-15 08:55:00,2024-03-15 10:10:00,2024-03-15 08:55:00,Portugal,Lisbon Humberto Delgado Airport,LPPT
United Kingdom,Manchester Airport,U22162,Scheduled,A320,Airbus A320-232,,United Kingdom,easyJet,EZY,Netherlands,Amsterdam Schiphol Airport,EHAM,2024-03-15 08:50:00,2024-03-15 10:10:00,2024-03-15 08:50:00,Ireland,Dublin Airport,EIDW
United Kingdom,Manchester Airport,U22106,Scheduled,A320,Boeing 737-7H4,PR-TYL,United Kingdom,easyJet,EZY,France,Paris Charles de Gaulle Airport,LFPG,2024-03-15 09:05:00,2024-03-15 10:30:00,2024-03-15 09:25:00,Greece,Athens Eleftherios Venizelos,LGAV
United Kingdom,Manchester Airport,U22184,Scheduled,A320,,,United Kingdom,easyJet,EZY,Switzerland,Geneva International Airport,LSGG,2024-03-15 08:35:00,2024-03-15 10:30:00,2024-03-15 08:45:00,Portugal,Porto Francisco de Sa Carneiro Airport,LPPR
United Kingdom,Manchester Airport,U29196,Scheduled,A320,,,United Kingdom,easyJet,EZY,Germany,Hamburg Airport,EDDH,2024-03-15 09:25:00,2024-03-15 10:57:00,2024-03-15 09:37:00,Switzerland,Geneva International Airport,LSGG
United Kingdom,Manchester Airport,FR4006,Scheduled,B38M,,PR-AYW,Ireland,Ryanair,RYR,Spain,Alicante Airport,LEAL,2024-03-15 09:05:00,2024-03-15 11:55:00,2024-03-15 09:05:00,United Kingdom,Belfast International Airport,EGAA
United Kingdom,Manchester Airport,U22014,Scheduled,A20N,,,United Kingdom,easyJet,EZY,Spain,Alicante Airport,LEAL,2024-03-15 10:00:00,2024-03-15 12:55:00,2024-03-15 10:00:00,France,Paris Orly Airport,LFPO
United Kingdom,Newcastle Airport,FR3168,Scheduled,B738,Airbus A320-232,N783LC,Ireland,Ryanair,RYR,Spain,Barcelona El Prat Airport,LEBL,2024-03-15 05:30:00,2024-03-15 08:15:00,2024-03-15 05:30:00,Spain,Gran Canaria Airport,GCLP
United Kingdom,Newcastle Airport,EW9338,Scheduled,A319,,N69888,Germany,Eurowings,EWG,Germany,Dusseldorf International Airport,EDDL,2024-03-15 09:50:00,2024-03-15 11:20:00,2024-03-15 09:50:00,Cyprus,Paphos International Airport,LCPH
United Kingdom,Nottingham East Midlands Airport,FR9387,Scheduled,B738,,N88325,Ireland,Ryanair,RYR,Spain,Barcelona El Prat Airport,LEBL,2024-03-15 05:25:00,2024-03-15 07:50:00,2024-03-15 05:25:00,Spain,Tenerife South Airport,GCTS
United Kingdom,Nottingham East Midlands Airport,FR534,Scheduled,B738,,N326PQ,Ireland,Ryanair,RYR,Ireland,Dublin Airport,EIDW,2024-03-15 07:25:00,2024-03-15 08:30:00,2024-03-15 07:53:00,Ireland,Dublin Airport,EIDW
United Kingdom,Nottingham East Midlands Airport,FR917,Scheduled,B38M,,N585UW,Ireland,Ryanair,RYR,Poland,Wroclaw Copernicus Airport,EPWR,2024-03-15 09:20:00,2024-03-15 11:40:00,2024-03-15 09:31:00,Poland,Wroclaw Copernicus Airport,EPWR
United States,Albany International Airport,G4893,Estimated 17:09,A320,Embraer E170SE,N547RC,United States,Allegiant Air,AAY,United States,Punta Gorda Airport,KPGD,2024-03-14 18:14:00,2024-03-14 21:09:00,,United States,Punta Gorda Airport,KPGD
United States,Albany International Airport,WN5040,Scheduled,B738,Mitsubishi CRJ-900LR,N9019F,United States,Southwest Airlines,SWA,United States,Orlando International Airport,KMCO,2024-03-15 00:15:00,2024-03-15 03:00:00,2024-03-15 00:15:00,United States,Baltimore Washington International Airport,KBWI
United States,Albany International Airport,B6120,Scheduled,A320,Airbus A319-131,N554GJ,United States,JetBlue Airways,JBU,United States,Orlando International Airport,KMCO,2024-03-15 15:30:00,2024-03-15 18:18:00,2024-03-15 15:30:00,United States,Baltimore Washington International Airport,KBWI
United States,Albany International Airport,WN3736,Scheduled,B38M,,N657RW,United States,Southwest Airlines,SWA,United States,Tampa International Airport,KTPA,2024-03-15 20:00:00,2024-03-15 22:55:00,,United States,Nashville International Airport,KBNA
United States,Albuquerque International Airport,WN3321,Scheduled,B38M,Boeing 737-8H4,N441WN,United States,Southwest Airlines,SWA,United States,Phoenix Sky Harbor International Airport,KPHX,2024-03-14 20:05:00,2024-03-14 21:15:00,2024-03-14 20:05:00,United States,Baltimore Washington International Airport,KBWI
United States,Albuquerque International Airport,WN3101,Estimated 15:15,B738,,N8806Q,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-14 19:35:00,2024-03-14 21:35:00,,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Albuquerque International Airport,WN5023,Scheduled,B38M,,,United States,Southwest Airlines,SWA,United States,Long Beach Airport,KLGB,2024-03-14 20:30:00,2024-03-14 22:25:00,2024-03-14 20:40:00,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Albuquerque International Airport,WN420,Estimated 16:15,B38M,,N7747C,United States,Southwest Airlines,SWA,United States,Baltimore Washington International Airport,KBWI,2024-03-14 18:05:00,2024-03-14 22:35:00,,United States,Austin Bergstrom International Airport,KAUS
United States,Albuquerque International Airport,WN464,Canceled,B738,Mitsubishi CRJ-701ER,,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-14 22:20:00,2024-03-15 00:15:00,,United States,Dallas Love Field Airport,KDAL
United States,Albuquerque International Airport,WN3945,Scheduled,B737,Boeing 737 MAX 8,N945NK,United States,Southwest Airlines,SWA,United States,Austin Bergstrom International Airport,KAUS,2024-03-15 00:00:00,2024-03-15 01:55:00,2024-03-15 00:11:00,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Albuquerque International Airport,B665,Scheduled,BCS3,Boeing 737 MAX 8,N8914Q,United States,JetBlue Airways,JBU,United States,New York John F. Kennedy International Airport,KJFK,2024-03-14 23:55:00,2024-03-15 05:01:00,2024-03-15 00:08:00,United States,Houston William P. Hobby Airport,KHOU
United States,Albuquerque International Airport,WN1122,Scheduled,B737,Boeing 737-823,N8792Q,United States,Southwest Airlines,SWA,United States,Las Vegas Harry Reid International Airport,KLAS,2024-03-15 04:10:00,2024-03-15 05:35:00,2024-03-15 06:50:00,United States,Austin Bergstrom International Airport,KAUS
United States,Albuquerque International Airport,WN3311,Scheduled,B737,Boeing 737-7BD,,United States,Southwest Airlines,SWA,United States,Phoenix Sky Harbor International Airport,KPHX,2024-03-15 13:40:00,2024-03-15 14:50:00,2024-03-15 13:51:00,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Albuquerque International Airport,WN3486,Scheduled,B738,Embraer ERJ-145XR,,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-15 13:15:00,2024-03-15 15:10:00,2024-03-15 13:23:00,United States,Phoenix Sky Harbor International Airport,KPHX
United States,Albuquerque International Airport,WN3181,Scheduled,B38M,Boeing 737-7H4,N17146,United States,Southwest Airlines,SWA,United States,Houston William P. Hobby Airport,KHOU,2024-03-15 13:20:00,2024-03-15 15:45:00,,United States,Burbank Bob Hope Airport,KBUR
United States,Albuquerque International Airport,WN4310,Scheduled,B737,Boeing 737-823,N8903H,United States,Southwest Airlines,SWA,United States,Denver International Airport,KDEN,2024-03-15 14:40:00,2024-03-15 16:05:00,2024-03-15 14:50:00,United States,Long Beach Airport,KLGB
United States,Albuquerque International Airport,WN2288,Scheduled,B737,Boeing 737-7H4,N900WN,United States,Southwest Airlines,SWA,United States,Kansas City International Airport,KMCI,2024-03-15 14:55:00,2024-03-15 17:05:00,2024-03-15 15:04:00,United States,Dallas Love Field Airport,KDAL
United States,Albuquerque International Airport,WN5025,Scheduled,B737,Embraer E175LR,N459WN,United States,Southwest Airlines,SWA,United States,Chicago Midway International Airport,KMDW,2024-03-15 14:00:00,2024-03-15 17:10:00,2024-03-15 14:09:00,United States,Los Angeles International Airport,KLAX
United States,Albuquerque International Airport,WN5018,Scheduled,B738,Airbus A320-271N,N211SY,United States,Southwest Airlines,SWA,United States,Las Vegas Harry Reid International Airport,KLAS,2024-03-15 18:25:00,2024-03-15 19:55:00,2024-03-15 18:36:00,United States,Dallas Love Field Airport,KDAL
United States,Albuquerque International Airport,WN2168,Scheduled,B737,Boeing 737 MAX 8,N702SK,United States,Southwest Airlines,SWA,United States,Los Angeles International Airport,KLAX,2024-03-15 19:15:00,2024-03-15 21:00:00,2024-03-15 19:25:00,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Albuquerque International Airport,WN3321,Scheduled,B738,Beech King Air 350C,,United States,Southwest Airlines,SWA,United States,Phoenix Sky Harbor International Airport,KPHX,2024-03-15 20:05:00,2024-03-15 21:15:00,,United States,Austin Bergstrom International Airport,KAUS
United States,Albuquerque International Airport,WN3101,Scheduled,B38M,De Havilland Canada Dash 8-400,N405WN,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-15 19:35:00,2024-03-15 21:35:00,2024-03-15 19:43:00,United States,Denver International Airport,KDEN
United States,Allentown Lehigh Valley International Airport,G4194,Scheduled,A320,,,United States,Allegiant Air,AAY,United States,Orlando Sanford International Airport,KSFB,2024-03-15 13:57:00,2024-03-15 16:24:00,2024-03-15 14:09:00,United States,Myrtle Beach International Airport,KMYR
United States,Allentown Lehigh Valley International Airport,G4202,Scheduled,A320,,,United States,Allegiant Air,AAY,United States,Punta Gorda Airport,KPGD,2024-03-15 15:22:00,2024-03-15 18:05:00,2024-03-15 15:31:00,United States,Orlando Sanford International Airport,KSFB
United States,Amarillo Rick Husband  International Airport,WN4203,Scheduled,B737,Embraer E175LR,,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-14 21:50:00,2024-03-14 23:10:00,2024-03-14 21:50:00,United States,Dallas Love Field Airport,KDAL
United States,Amarillo Rick Husband  International Airport,WN164,Scheduled,B737,Boeing 737-7H4,N8661A,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-15 13:30:00,2024-03-15 14:45:00,2024-03-15 13:39:00,United States,Dallas Love Field Airport,KDAL
United States,Amarillo Rick Husband  International Airport,WN3954,Scheduled,B737,Embraer E175LR,N11189,United States,Southwest Airlines,SWA,United States,Austin Bergstrom International Airport,KAUS,2024-03-15 16:25:00,2024-03-15 17:50:00,2024-03-15 16:36:00,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Amarillo Rick Husband  International Airport,WN4158,Scheduled,B737,,N211NN,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-15 17:35:00,2024-03-15 18:50:00,2024-03-15 17:42:00,United States,Dallas Love Field Airport,KDAL
United States,Atlanta Hartsfield-Jackson International Airport,B62814,Landed 15:47,A320,Mitsubishi CRJ-900LR,N690DL,United States,JetBlue Airways,JBU,United States,New York LaGuardia Airport,KLGA,2024-03-14 17:48:00,2024-03-14 20:32:00,,United States,Austin Bergstrom International Airport,KAUS
United States,Atlanta Hartsfield-Jackson International Airport,WN1135,Estimated 17:07,B737,Airbus A350-941,N659DL,United States,Southwest Airlines,SWA,Mexico,Cancun International Airport,MMUN,2024-03-14 18:30:00,2024-03-14 21:10:00,,United States,Greenville-Spartanburg International Airport,KGSP
United States,Atlanta Hartsfield-Jackson International Airport,WN2204,Estimated 16:58,B737,Boeing 737-932(ER),N358NW,United States,Southwest Airlines,SWA,United States,Jackson Evers International Airport,KJAN,2024-03-14 20:00:00,2024-03-14 21:15:00,,United States,St. Louis Lambert International Airport,KSTL
United States,Atlantic City International Airport,NK1671,Estimated 17:54,A320,Airbus A321-231,N871RW,United States,Spirit Airlines,NKS,United States,Orlando International Airport,KMCO,2024-03-14 19:50:00,2024-03-14 22:13:00,,United States,Tampa International Airport,KTPA
United States,Atlantic City International Airport,NK348,Scheduled,A319,Airbus A320-271N,,United States,Spirit Airlines,NKS,United States,Tampa International Airport,KTPA,2024-03-15 01:13:00,2024-03-15 03:29:00,2024-03-15 01:18:00,United States,Fort Lauderdale Hollywood International Airport,KFLL
United States,Atlantic City International Airport,NK347,Scheduled,A319,Cessna 525B Citation CJ3,N56WZ,United States,Spirit Airlines,NKS,United States,Southwest Florida International Airport,KRSW,2024-03-15 13:35:00,2024-03-15 16:04:00,2024-03-15 13:35:00,United States,Tampa International Airport,KTPA
United States,Atlantic City International Airport,NK355,Scheduled,A319,,,United States,Spirit Airlines,NKS,United States,Orlando International Airport,KMCO,2024-03-15 18:40:00,2024-03-15 21:03:00,2024-03-15 18:44:00,United States,West Palm Beach International Airport,KPBI
United States,Atlantic City International Airport,NK397,Scheduled,A20N,,,United States,Spirit Airlines,NKS,United States,Fort Lauderdale Hollywood International Airport,KFLL,2024-03-15 20:28:00,2024-03-15 23:05:00,2024-03-15 20:28:00,United States,Southwest Florida International Airport,KRSW
United States,Atlantic City International Airport,NK3792,Scheduled,A20N,,N964NK,United States,Spirit Airlines,NKS,United States,Orlando International Airport,KMCO,2024-03-15 22:00:00,2024-03-16 00:27:00,2024-03-15 22:00:00,United States,Fort Lauderdale Hollywood International Airport,KFLL
United States,Atlantic City International Airport,NK1683,Scheduled,A320,,,United States,Spirit Airlines,NKS,United States,Myrtle Beach International Airport,KMYR,2024-03-16 01:24:00,2024-03-16 02:45:00,2024-03-16 01:24:00,United States,Orlando International Airport,KMCO
United States,Austin Bergstrom International Airport,WN1180,Estimated 15:35,B737,Boeing 787-9 Dreamliner,,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-14 19:50:00,2024-03-14 21:00:00,,United States,Phoenix Sky Harbor International Airport,KPHX
United States,Austin Bergstrom International Airport,WN1424,Scheduled,B737,Boeing 737-824,N8549Z,United States,Southwest Airlines,SWA,United States,Houston William P. Hobby Airport,KHOU,2024-03-14 20:10:00,2024-03-14 21:05:00,2024-03-14 20:15:00,United States,Fort Lauderdale Hollywood International Airport,KFLL
United States,Austin Bergstrom International Airport,WN1682,Scheduled,B737,Boeing 737-823,N8698B,United States,Southwest Airlines,SWA,United States,Chicago Midway International Airport,KMDW,2024-03-14 18:30:00,2024-03-14 21:25:00,2024-03-14 20:18:00,United States,Fort Lauderdale Hollywood International Airport,KFLL
United States,Austin Bergstrom International Airport,WN419,Delayed 16:56,B737,Boeing 737-7H4,N545XJ,United States,Southwest Airlines,SWA,United States,Pittsburgh International Airport,KPIT,2024-03-14 18:15:00,2024-03-14 21:30:00,,United States,El Paso International Airport,KELP
United States,Austin Bergstrom International Airport,WN5290,Scheduled,B38M,Cessna 525B Citation CJ3,N561SR,United States,Southwest Airlines,SWA,United States,Tulsa International Airport,KTUL,2024-03-14 20:20:00,2024-03-14 21:50:00,2024-03-14 20:22:00,United States,Los Angeles International Airport,KLAX
United States,Austin Bergstrom International Airport,WN409,Scheduled,B737,Boeing 737-990(ER),N8563Z,United States,Southwest Airlines,SWA,United States,Amarillo Rick Husband  International Airport,KAMA,2024-03-14 20:35:00,2024-03-14 21:55:00,2024-03-14 20:43:00,United States,Burbank Bob Hope Airport,KBUR
United States,Austin Bergstrom International Airport,WN3159,Estimated 17:06,B737,Boeing 737-7H4,N431WN,United States,Southwest Airlines,SWA,United States,Indianapolis International Airport,KIND,2024-03-14 19:35:00,2024-03-14 22:15:00,,United States,Baltimore Washington International Airport,KBWI
United States,Austin Bergstrom International Airport,WN2606,Scheduled,B737,Boeing 737-8H4,N746UW,United States,Southwest Airlines,SWA,United States,Phoenix Sky Harbor International Airport,KPHX,2024-03-14 20:20:00,2024-03-14 22:25:00,2024-03-14 20:34:00,United States,St. Louis Lambert International Airport,KSTL
United States,Austin Bergstrom International Airport,WN4444,Estimated 17:21,B737,Airbus A319-115,N8805L,United States,Southwest Airlines,SWA,United States,Orlando International Airport,KMCO,2024-03-14 19:30:00,2024-03-14 22:25:00,,United States,Tampa International Airport,KTPA
United States,Austin Bergstrom International Airport,WN628,Scheduled,B738,Boeing 737-823,N205NN,United States,Southwest Airlines,SWA,Mexico,San Jose del Cabo Los Cabos International Airport,MMSD,2024-03-14 20:20:00,2024-03-14 22:40:00,2024-03-14 20:24:00,United States,Indianapolis International Airport,KIND
United States,Austin Bergstrom International Airport,WN2497,Estimated 17:30,B737,Airbus A319-114,N807NN,United States,Southwest Airlines,SWA,United States,Chicago O'Hare International Airport,KORD,2024-03-14 19:45:00,2024-03-14 22:40:00,,United States,New Orleans Louis Armstrong International Airport,KMSY
United States,Austin Bergstrom International Airport,WN3246,Scheduled,B38M,Boeing 737-8H4,N304DU,United States,Southwest Airlines,SWA,United States,New Orleans Louis Armstrong International Airport,KMSY,2024-03-14 21:35:00,2024-03-14 23:10:00,2024-03-14 21:45:00,United States,Orlando International Airport,KMCO
United States,Austin Bergstrom International Airport,WN5252,Scheduled,B738,Boeing 737 MAX 8,,United States,Southwest Airlines,SWA,United States,Chicago Midway International Airport,KMDW,2024-03-14 21:00:00,2024-03-14 23:45:00,2024-03-14 21:06:00,United States,Phoenix Sky Harbor International Airport,KPHX
United States,Austin Bergstrom International Airport,WN5224,Scheduled,B737,Boeing 737-823,N208AN,United States,Southwest Airlines,SWA,United States,Harlingen Valley International Airport,KHRL,2024-03-14 23:00:00,2024-03-15 00:00:00,2024-03-14 23:10:00,United States,Albuquerque International Airport,KABQ
United States,Austin Bergstrom International Airport,WN5023,Scheduled,B38M,,N8550Q,United States,Southwest Airlines,SWA,United States,Albuquerque International Airport,KABQ,2024-03-14 23:00:00,2024-03-15 00:40:00,2024-03-14 23:06:00,United States,Dallas Love Field Airport,KDAL
United States,Austin Bergstrom International Airport,WN3519,Scheduled,B737,Airbus A320-214,,United States,Southwest Airlines,SWA,United States,San Jose International Airport,KSJC,2024-03-14 21:25:00,2024-03-15 00:45:00,2024-03-14 21:29:00,United States,Orlando International Airport,KMCO
United States,Austin Bergstrom International Airport,G41503,Scheduled,A319,Mitsubishi CRJ-550,,United States,Allegiant Air,AAY,United States,Sioux Falls Regional Airport,KFSD,2024-03-14 22:41:00,2024-03-15 01:09:00,2024-03-14 22:52:00,United States,Houston William P. Hobby Airport,KHOU
United States,Austin Bergstrom International Airport,WN3472,Scheduled,B737,Airbus A319-132,,United States,Southwest Airlines,SWA,United States,Long Beach Airport,KLGB,2024-03-14 22:25:00,2024-03-15 01:10:00,2024-03-14 22:37:00,United States,Chicago Midway International Airport,KMDW
United States,Baltimore Washington International Airport,WN322,Estimated 16:31,B738,Boeing 737-8H4,,United States,Southwest Airlines,SWA,United States,Las Vegas Harry Reid International Airport,KLAS,2024-03-14 16:15:00,2024-03-14 20:40:00,,United States,Atlanta Hartsfield-Jackson International Airport,KATL
United States,Baltimore Washington International Airport,WN2059,Estimated 16:26,B737,Boeing 737-8H4,,United States,Southwest Airlines,SWA,United States,Dallas Love Field Airport,KDAL,2024-03-14 18:05:00,2024-03-14 20:55:00,,United States,Denver International Airport,KDEN
United States,Baltimore Washington International Airport,NK2707,Estimated 16:56,A320,Boeing 737-8H4,,United States,Spirit Airlines,NKS,United States,Orlando International Airport,KMCO,2024-03-14 18:44:00,2024-03-14 21:02:00,,United States,Jackson Evers International Airport,KJAN
United States,Baltimore Washington International Airport,WN3524,Estimated 17:07,B38M,Boeing 737-8H4,CC-BAH,United States,Southwest Airlines,SWA,United States,Orlando International Airport,KMCO,2024-03-14 18:55:00,2024-03-14 21:10:00,,United States,Pittsburgh International Airport,KPIT
United States,Baltimore Washington International Airport,WN5736,Scheduled,B738,Boeing 737-7H4,,United States,Southwest Airlines,SWA,United States,Raleigh-Durham International Airport,KRDU,2024-03-14 20:05:00,2024-03-14 21:10:00,2024-03-14 20:23:00,United States,Jacksonville International Airport,KJAX
United States,Baltimore Washington International Airport,NK1304,Estimated 17:02,A321,Airbus A320-251N,,United States,Spirit Airlines,NKS,United States,Atlanta Hartsfield-Jackson International Airport,KATL,2024-03-14 19:35:00,2024-03-14 21:21:00,,United States,Las Vegas Harry Reid International Airport,KLAS
United States,Baltimore Washington International Airport,WN907,Estimated 17:32,B738,Boeing 737-7H4,,United States,Southwest Airlines,SWA,Jamaica,Montego Bay Sangster International Airport,MKJS,2024-03-14 18:00:00,2024-03-14 21:25:00,,United States,Manchester Boston Regional Airport,KMHT
United States,Baltimore Washington International Airport,WN2705,Scheduled,B737,Boeing 737 MAX 9,,United States,Southwest Airlines,SWA,United States,Grand Rapids Gerald R. Ford International Airport,KGRR,2024-03-14 19:55:00,2024-03-14 21:25:00,2024-03-14 20:24:00,United States,Norfolk International Airport,KORF
United States,Baltimore Washington International Airport,WN335,Estimated 17:30,B738,Gulfstream G550,N8686A,United States,Southwest Airlines,SWA,United States,Tampa International Airport,KTPA,2024-03-14 19:15:00,2024-03-14 21:35:00,,United States,Charleston International Airport,KCHS
United States,Baltimore Washington International Airport,WN1765,Estimated 17:17,B737,Boeing 737 MAX 8,N603GP,United States,Southwest Airlines,SWA,United States,Islip Long Island MacArthur Airport,KISP,2024-03-14 20:20:00,2024-03-14 21:35:00,,Puerto Rico,San Juan Luis Munoz Marin International Airport,TJSJ
United States,Baltimore Washington International Airport,WN350,Estimated 17:11,B737,Boeing 737-7H4,N495UA,United States,Southwest Airlines,SWA,United States,Manchester Boston Regional Airport,KMHT,2024-03-14 20:00:00,2024-03-14 21:40:00,,United States,Orlando International Airport,KMCO
United States,Baltimore Washington International Airport,WN1446,Scheduled,B738,Boeing 737-7H4,N561WN,United States,Southwest Airlines,SWA,United States,Buffalo Niagara International Airport,KBUF,2024-03-14 20:30:00,2024-03-14 21:40:00,2024-03-14 20:31:00,United States,Windsor Locks Bradley International Airport,KBDL
