Country,Airport,Flight identification,Flight Status,Aircraft Code,Aircraft Name,Aircraft Registration,Aircraft owner (Country),Airline Name,Airline Code,Departure Country,Departure Airport Name,Departure Airport Code,Scheduled Departure,Scheduled Arrival,Estimated Departure,Destination Country,Destination Airport Name,Destination Airport Code
India,Goa Mopa International Airport,SG525,Scheduled,B38M,,VT-ISM,India,SpiceJet,SEJ,India,Pune Airport,VAPO,2024-03-15 07:05:00,2024-03-15 08:15:00,2024-03-15 06:45:00,India,Ranchi Birsa Munda Airport,VERC
India,Goa Mopa International Airport,6E6934,Scheduled,A20N,,A9C-AF,India,IndiGo,IGO,India,Nagpur Dr. Babasaheb Ambedkar International Airport,VANP,2024-03-15 07:35:00,2024-03-15 09:10:00,,India,Nashik Ozar Airport,VAOZ
India,Goa Mopa International Airport,SG2704,Scheduled,DH8D,Embraer E195-E2,VT-ILI,India,SpiceJet,SEJ,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 11:25:00,2024-03-15 12:55:00,2024-03-15 11:25:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Goa Mopa International Airport,SG607,Scheduled,B38M,,VT-ATG,India,SpiceJet,SEJ,India,Chennai International Airport,VOMM,2024-03-15 12:40:00,2024-03-15 14:10:00,2024-03-15 12:40:00,India,Bengaluru Kempegowda International Airport,VOBL
India,Goa Mopa International Airport,6E309,Scheduled,A20N,Embraer E195-E2,VT-HKG,India,IndiGo,IGO,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 14:35:00,2024-03-15 15:50:00,2024-03-15 14:25:00,India,Hyderabad Rajiv Gandhi International Airport,VOHS
India,Goa Mopa International Airport,6E5137,Scheduled,A20N,Airbus A319-132,,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 14:50:00,2024-03-15 15:55:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Goa Mopa International Airport,SG2909,Scheduled,DH8D,,,India,SpiceJet,SEJ,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 15:25:00,2024-03-15 17:05:00,2024-03-15 15:25:00,India,Hyderabad Rajiv Gandhi International Airport,VOHS
India,Goa Mopa International Airport,6E2377,Scheduled,A320,,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 15:15:00,2024-03-15 17:55:00,,India,Pune Airport,VAPO
India,Gorakhpur Airport,6E2334,Scheduled,A21N,,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 05:10:00,2024-03-15 06:30:00,2024-03-15 05:10:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Gorakhpur Airport,6E886,Scheduled,A320,,,India,IndiGo,IGO,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 05:45:00,2024-03-15 07:50:00,2024-03-15 05:35:00,India,Hyderabad Rajiv Gandhi International Airport,VOHS
India,Gorakhpur Airport,6E2087,Scheduled,A20N,Airbus A320-214,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 08:45:00,2024-03-15 10:10:00,,India,Delhi Indira Gandhi International Airport,VIDP
India,Gorakhpur Airport,6E7174,Scheduled,AT76,ATR 72-600,,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 08:55:00,2024-03-15 11:00:00,2024-03-15 08:45:00,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Gorakhpur Airport,6E544,Scheduled,A20N,Airbus A320-251N,,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 10:05:00,2024-03-15 12:15:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Guwahati International Airport,6E271,Scheduled,A320,,VT-GSE,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 00:25:00,2024-03-15 01:30:00,,India,Chennai International Airport,VOMM
India,Guwahati International Airport,6E212,Scheduled,A20N,,,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 02:00:00,2024-03-15 03:10:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Guwahati International Airport,6E228,Scheduled,A20N,,,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 00:10:00,2024-03-15 03:20:00,,India,Imphal Airport,VEIM
India,Guwahati International Airport,6E521,Scheduled,A20N,,,India,IndiGo,IGO,India,Imphal Airport,VEIM,2024-03-15 03:45:00,2024-03-15 04:35:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Guwahati International Airport,6E207,Scheduled,A320,,N633SK,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 04:45:00,2024-03-15 05:55:00,2024-03-15 04:35:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Guwahati International Airport,6E972,Scheduled,A21N,,,India,IndiGo,IGO,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 03:55:00,2024-03-15 06:25:00,2024-03-15 03:55:00,India,Lucknow Chaudhary Charan Singh Airport,VILK
India,Guwahati International Airport,SG252,Scheduled,B38M,,N892AT,India,SpiceJet,SEJ,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 04:25:00,2024-03-15 06:55:00,2024-03-15 04:25:00,India,Agartala Airport,VEAT
India,Guwahati International Airport,6E187,Scheduled,A21N,,VH-SQL,India,IndiGo,IGO,India,Imphal Airport,VEIM,2024-03-15 08:25:00,2024-03-15 09:20:00,,India,Imphal Airport,VEIM
India,Guwahati International Airport,6E6913,Scheduled,A20N,,VH-HJR,India,IndiGo,IGO,India,Bhubaneswar Biju Patnaik International Airport,VEBS,2024-03-15 07:55:00,2024-03-15 09:25:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Guwahati International Airport,6E5342,Scheduled,A20N,,,India,IndiGo,IGO,India,Aizawl Lengpui Airport,VELP,2024-03-15 09:20:00,2024-03-15 10:15:00,,India,Hyderabad Rajiv Gandhi International Airport,VOHS
India,Guwahati International Airport,SG8169,Scheduled,B38M,,,India,SpiceJet,SEJ,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 09:15:00,2024-03-15 10:30:00,2024-03-15 09:15:00,India,Bhubaneswar Biju Patnaik International Airport,VEBS
India,Guwahati International Airport,6E889,Scheduled,A20N,,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 15:50:00,2024-03-15 18:00:00,,Thailand,Bangkok Don Mueang International Airport,VTBD
India,Gwalior Airport,6E6437,Scheduled,A20N,Piaggio P.180 Avanti,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 05:30:00,2024-03-15 06:30:00,2024-03-15 05:20:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Gwalior Airport,6E5276,Scheduled,A20N,,VT-IBL,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 06:30:00,2024-03-15 08:25:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Hubli Airport,6E7227,Scheduled,AT76,,D2-TFC,India,IndiGo,IGO,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 00:20:00,2024-03-15 01:45:00,2024-03-15 00:20:00,India,Bengaluru Kempegowda International Airport,VOBL
India,Hubli Airport,6E7162,Scheduled,AT76,,,India,IndiGo,IGO,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 12:25:00,2024-03-15 13:50:00,,India,Bengaluru Kempegowda International Airport,VOBL
India,Hubli Airport,6E2372,Scheduled,A20N,,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 11:45:00,2024-03-15 14:20:00,,India,Delhi Indira Gandhi International Airport,VIDP
India,Hyderabad Rajiv Gandhi International Airport,6E68,Estimated 05:53,A21N,,D-ASGK,India,IndiGo,IGO,Saudi Arabia,Jeddah King Abdulaziz International Airport,OEJN,2024-03-14 19:25:00,2024-03-15 00:40:00,,India,Cochin International Airport,VOCI
India,Hyderabad Rajiv Gandhi International Airport,6E564,Estimated 05:47,A21N,ATR 72-600,G-FDZZ,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-14 23:15:00,2024-03-15 00:45:00,,India,Chennai International Airport,VOMM
India,Hyderabad Rajiv Gandhi International Airport,6E2337,Scheduled,A21N,,SE-RGH,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-14 23:30:00,2024-03-15 01:45:00,2024-03-14 23:21:00,India,Bhubaneswar Biju Patnaik International Airport,VEBS
India,Hyderabad Rajiv Gandhi International Airport,6E48,Estimated 06:57,A20N,,G-UZHA,India,IndiGo,IGO,Oman,Muscat International Airport,OOMS,2024-03-14 22:45:00,2024-03-15 01:50:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Hyderabad Rajiv Gandhi International Airport,6E6623,Scheduled,A20N,Airbus A320-251N,G-TUMD,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-14 23:55:00,2024-03-15 01:55:00,,India,Mangalore International Airport,VOML
India,Hyderabad Rajiv Gandhi International Airport,6E352,Scheduled,A20N,Airbus A321-251NX,,India,IndiGo,IGO,India,Pune Airport,VAPO,2024-03-15 00:55:00,2024-03-15 02:05:00,2024-03-15 00:45:00,India,Chennai International Airport,VOMM
India,Hyderabad Rajiv Gandhi International Airport,6E495,Scheduled,A20N,Airbus A320-271N,G-WUKM,India,IndiGo,IGO,India,Chennai International Airport,VOMM,2024-03-15 01:10:00,2024-03-15 02:20:00,,India,Port Blair Veer Savarkar International Airport,VOPB
India,Hyderabad Rajiv Gandhi International Airport,6E5012,Scheduled,A21N,Airbus A321-251NX,,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 01:05:00,2024-03-15 02:30:00,2024-03-15 00:55:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Hyderabad Rajiv Gandhi International Airport,6E86,Estimated 08:18,A20N,Airbus A321-252NX,,India,IndiGo,IGO,Saudi Arabia,Dammam King Fahd International Airport,OEDF,2024-03-14 22:40:00,2024-03-15 02:45:00,,India,Tirupati Airport,VOTP
India,Hyderabad Rajiv Gandhi International Airport,6E867,Scheduled,A20N,,,India,IndiGo,IGO,India,Chandigarh Airport,VICG,2024-03-15 00:50:00,2024-03-15 03:10:00,,India,Bengaluru Kempegowda International Airport,VOBL
India,Hyderabad Rajiv Gandhi International Airport,6E378,Scheduled,A21N,Airbus A320-232,,India,IndiGo,IGO,India,Indore Devi Ahilyabai Holkar Airport,VAID,2024-03-15 01:55:00,2024-03-15 03:15:00,,India,Aurangabad Airport,VAAU
India,Hyderabad Rajiv Gandhi International Airport,6E7209,Scheduled,AT76,,,India,IndiGo,IGO,India,Vijayawada Airport,VOBZ,2024-03-15 02:25:00,2024-03-15 03:20:00,,India,Lucknow Chaudhary Charan Singh Airport,VILK
India,Hyderabad Rajiv Gandhi International Airport,6E744,Scheduled,A21N,Airbus A321-252NX,9H-CXG,India,IndiGo,IGO,India,Goa Dabolim Airport,VOGO,2024-03-15 02:15:00,2024-03-15 03:25:00,,India,Kannur International Airport,VOKN
India,Hyderabad Rajiv Gandhi International Airport,6E636,Scheduled,A21N,,,India,IndiGo,IGO,India,Cochin International Airport,VOCI,2024-03-15 02:10:00,2024-03-15 03:45:00,2024-03-15 02:10:00,India,Surat Airport,VASU
India,Hyderabad Rajiv Gandhi International Airport,6E879,Scheduled,A320,Airbus A320-232,,India,IndiGo,IGO,India,Ahmedabad International Airport,VAAH,2024-03-15 02:50:00,2024-03-15 04:15:00,,India,Shirdi Airport,VASD
India,Hyderabad Rajiv Gandhi International Airport,6E7218,Scheduled,AT76,,,India,IndiGo,IGO,India,Tirupati Airport,VOTP,2024-03-15 03:10:00,2024-03-15 04:20:00,2024-03-15 03:00:00,United Arab Emirates,Dubai International Airport,OMDB
India,Hyderabad Rajiv Gandhi International Airport,6E7548,Scheduled,AT76,,,India,IndiGo,IGO,India,Nagpur Dr. Babasaheb Ambedkar International Airport,VANP,2024-03-15 02:40:00,2024-03-15 04:25:00,2024-03-15 02:30:00,India,Delhi Indira Gandhi International Airport,VIDP
India,Hyderabad Rajiv Gandhi International Airport,6E7164,Scheduled,AT76,Airbus A320-214,,India,IndiGo,IGO,India,Mangalore International Airport,VOML,2024-03-15 02:40:00,2024-03-15 04:30:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Hyderabad Rajiv Gandhi International Airport,SG2697,Scheduled,DH8D,,,India,SpiceJet,SEJ,India,Tirupati Airport,VOTP,2024-03-15 03:00:00,2024-03-15 04:35:00,2024-03-15 02:45:00,India,Tirupati Airport,VOTP
India,Hyderabad Rajiv Gandhi International Airport,6E7259,Scheduled,AT76,,,India,IndiGo,IGO,India,Aurangabad Airport,VAAU,2024-03-15 03:10:00,2024-03-15 04:40:00,,India,Ahmedabad International Airport,VAAH
India,Hyderabad Rajiv Gandhi International Airport,6E553,Scheduled,A20N,,,India,IndiGo,IGO,India,Cochin International Airport,VOCI,2024-03-15 03:15:00,2024-03-15 04:55:00,2024-03-15 03:15:00,India,Ranchi Birsa Munda Airport,VERC
India,Hyderabad Rajiv Gandhi International Airport,6E5774,Scheduled,A21N,,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 02:45:00,2024-03-15 05:00:00,2024-03-15 02:45:00,India,Udaipur Maharana Pratap Airport,VAUD
India,Hyderabad Rajiv Gandhi International Airport,6E7308,Scheduled,AT76,,N4630N,India,IndiGo,IGO,India,Jabalpur Airport,VAJB,2024-03-15 03:15:00,2024-03-15 05:20:00,,India,Delhi Indira Gandhi International Airport,VIDP
India,Hyderabad Rajiv Gandhi International Airport,6E913,Scheduled,A21N,,N4630N,India,IndiGo,IGO,India,Coimbatore International Airport,VOCB,2024-03-15 04:05:00,2024-03-15 05:25:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Hyderabad Rajiv Gandhi International Airport,6E6513,Scheduled,A21N,,,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 03:15:00,2024-03-15 05:25:00,,India,Goa Mopa International Airport,VOGA
India,Hyderabad Rajiv Gandhi International Airport,6E834,Scheduled,A20N,,,India,IndiGo,IGO,India,Chennai International Airport,VOMM,2024-03-15 04:40:00,2024-03-15 05:40:00,,India,Dehradun Jolly Grant Airport,VIDN
India,Hyderabad Rajiv Gandhi International Airport,6E7506,Scheduled,A20N,,,India,IndiGo,IGO,India,Tirupati Airport,VOTP,2024-03-15 04:20:00,2024-03-15 05:40:00,,India,Guwahati International Airport,VEGT
India,Hyderabad Rajiv Gandhi International Airport,6E523,Scheduled,A320,,,India,IndiGo,IGO,India,Lucknow Chaudhary Charan Singh Airport,VILK,2024-03-15 03:45:00,2024-03-15 05:55:00,2024-03-15 03:45:00,India,Raipur Swami Vivekananda Airport,VERP
India,Hyderabad Rajiv Gandhi International Airport,6E537,Scheduled,A320,,,India,IndiGo,IGO,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 04:50:00,2024-03-15 06:00:00,,India,Rajahmundry Airport,VORY
India,Hyderabad Rajiv Gandhi International Airport,6E1068,Scheduled,A20N,ATR 72-500,,India,IndiGo,IGO,Thailand,Bangkok Suvarnabhumi Airport,VTBS,2024-03-15 03:05:00,2024-03-15 06:35:00,,India,Bengaluru Kempegowda International Airport,VOBL
India,Hyderabad Rajiv Gandhi International Airport,6E473,Scheduled,A21N,Boeing 737-8AS,G-ZBJB,India,IndiGo,IGO,India,Raipur Swami Vivekananda Airport,VERP,2024-03-15 05:40:00,2024-03-15 06:45:00,,India,Siliguri Bagdogra Airport,VEBD
India,Hyderabad Rajiv Gandhi International Airport,6E814,Scheduled,A20N,Airbus A319-132,,India,IndiGo,IGO,India,Udaipur Maharana Pratap Airport,VAUD,2024-03-15 05:20:00,2024-03-15 07:10:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Hyderabad Rajiv Gandhi International Airport,6E398,Scheduled,A20N,Mitsubishi CRJ-1000,VT-ILP,India,IndiGo,IGO,India,Ranchi Birsa Munda Airport,VERC,2024-03-15 05:30:00,2024-03-15 07:15:00,,India,Chandigarh Airport,VICG
India,Hyderabad Rajiv Gandhi International Airport,6E464,Scheduled,A20N,Mitsubishi CRJ-1000,VT-IAS,India,IndiGo,IGO,India,Vadodara Airport,VABO,2024-03-15 05:50:00,2024-03-15 07:15:00,,India,Pondicherry Airport,VOPC
India,Hyderabad Rajiv Gandhi International Airport,6E6593,Scheduled,A20N,ATR 72-600,,India,IndiGo,IGO,India,Coimbatore International Airport,VOCB,2024-03-15 06:10:00,2024-03-15 07:25:00,,India,Mysore Airport,VOMY
India,Hyderabad Rajiv Gandhi International Airport,6E432,Scheduled,A20N,Airbus A320-214,A4O-MJ,India,IndiGo,IGO,India,Patna Jay Prakash Narayan International Airport,VEPT,2024-03-15 05:05:00,2024-03-15 07:30:00,,India,Visakhapatnam Airport,VOVZ
India,Hyderabad Rajiv Gandhi International Airport,6E407,Scheduled,A21N,Mitsubishi CRJ-1000,VT-IPC,India,IndiGo,IGO,India,Pune Airport,VAPO,2024-03-15 06:40:00,2024-03-15 07:45:00,,India,Rajahmundry Airport,VORY
India,Hyderabad Rajiv Gandhi International Airport,6E511,Scheduled,A21N,,VT-IQN,India,IndiGo,IGO,India,Indore Devi Ahilyabai Holkar Airport,VAID,2024-03-15 07:00:00,2024-03-15 08:15:00,,India,Tirupati Airport,VOTP
India,Hyderabad Rajiv Gandhi International Airport,6E6645,Scheduled,A320,ATR 72-600,VT-IFS,India,IndiGo,IGO,India,Visakhapatnam Airport,VOVZ,2024-03-15 07:00:00,2024-03-15 08:15:00,,India,Bhubaneswar Biju Patnaik International Airport,VEBS
India,Hyderabad Rajiv Gandhi International Airport,6E7229,Scheduled,AT76,Piper PA-42-720 Cheyenne III,VT-IVY,India,IndiGo,IGO,India,Rajahmundry Airport,VORY,2024-03-15 07:10:00,2024-03-15 08:20:00,,India,Jaipur Airport,VIJP
India,Hyderabad Rajiv Gandhi International Airport,6E626,Scheduled,A320,,VT-IBF,India,IndiGo,IGO,India,Varanasi International Airport,VEBN,2024-03-15 06:30:00,2024-03-15 08:30:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Hyderabad Rajiv Gandhi International Airport,6E6606,Scheduled,A21N,,VT-IMS,India,IndiGo,IGO,India,Tirupati Airport,VOTP,2024-03-15 07:30:00,2024-03-15 08:35:00,,India,Durgapur Kazi Nazrul Islam Airport,VEDG
India,Imphal Airport,6E251,Scheduled,A20N,Boeing 737-832,RP-C8965,India,IndiGo,IGO,India,Guwahati International Airport,VEGT,2024-03-15 02:10:00,2024-03-15 03:10:00,,India,Guwahati International Airport,VEGT
India,Imphal Airport,6E7713,Scheduled,AT76,Boeing 737-823,,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 02:20:00,2024-03-15 04:05:00,,India,Dibrugarh Airport,VEMN
India,Imphal Airport,6E6514,Scheduled,A20N,Airbus A319-132,,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 03:10:00,2024-03-15 04:35:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Imphal Airport,6E7948,Scheduled,AT76,,RP-C4102,India,IndiGo,IGO,India,Dibrugarh Airport,VEMN,2024-03-15 05:50:00,2024-03-15 07:05:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Imphal Airport,6E7961,Scheduled,AT76,Boeing 737-7CT,,India,IndiGo,IGO,India,Shillong Airport,VEBI,2024-03-15 06:45:00,2024-03-15 07:45:00,,India,Guwahati International Airport,VEGT
India,Imphal Airport,6E972,Scheduled,A21N,Embraer E175LR,RP-C4156,India,IndiGo,IGO,India,Guwahati International Airport,VEGT,2024-03-15 06:55:00,2024-03-15 07:55:00,,India,Shillong Airport,VEBI
India,Imphal Airport,6E524,Scheduled,A21N,Embraer E175LR,,India,IndiGo,IGO,India,Agartala Airport,VEAT,2024-03-15 07:25:00,2024-03-15 08:30:00,,India,Agartala Airport,VEAT
India,Imphal Airport,6E275,Scheduled,A20N,Airbus A319-131,RP-C4156,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 08:15:00,2024-03-15 09:35:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
India,Indore Devi Ahilyabai Holkar Airport,6E7173,Estimated 05:59,AT76,,N8826Q,India,IndiGo,IGO,India,Ahmedabad International Airport,VAAH,2024-03-14 23:45:00,2024-03-15 00:45:00,,India,Bengaluru Kempegowda International Airport,VOBL
India,Indore Devi Ahilyabai Holkar Airport,6E5116,Estimated 06:16,A20N,,N897UA,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-14 23:40:00,2024-03-15 00:55:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Indore Devi Ahilyabai Holkar Airport,6E377,Scheduled,A21N,Cessna 208B Grand Caravan,N290FE,India,IndiGo,IGO,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 00:00:00,2024-03-15 01:25:00,2024-03-15 00:00:00,India,Nagpur Dr. Babasaheb Ambedkar International Airport,VANP
India,Indore Devi Ahilyabai Holkar Airport,6E7154,Scheduled,AT76,Cessna 182H Skylane,N247NV,India,IndiGo,IGO,India,Jaipur Airport,VIJP,2024-03-15 00:10:00,2024-03-15 01:30:00,,India,Ahmedabad International Airport,VAAH
India,Indore Devi Ahilyabai Holkar Airport,6E294,Scheduled,A20N,Embraer E195LR,N287FE,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 01:20:00,2024-03-15 02:35:00,2024-03-15 01:35:00,India,Jabalpur Airport,VAJB
India,Indore Devi Ahilyabai Holkar Airport,6E959,Scheduled,A21N,Embraer E195-E2,,India,IndiGo,IGO,India,Bengaluru Kempegowda International Airport,VOBL,2024-03-15 00:50:00,2024-03-15 02:45:00,2024-03-15 00:50:00,India,Jaipur Airport,VIJP
India,Indore Devi Ahilyabai Holkar Airport,6E6211,Scheduled,A21N,Boeing 737-82R,N7881A,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 03:40:00,2024-03-15 04:55:00,2024-03-15 03:30:00,India,Rajkot Hirasar Airport,VAHS
India,Indore Devi Ahilyabai Holkar Airport,6E7426,Scheduled,AT76,Airbus A320-232,N127HQ,India,IndiGo,IGO,India,Rajkot Hirasar Airport,VAHS,2024-03-15 04:10:00,2024-03-15 06:00:00,2024-03-15 04:00:00,India,Lucknow Chaudhary Charan Singh Airport,VILK
India,Indore Devi Ahilyabai Holkar Airport,6E6219,Scheduled,A20N,Airbus A319-132,,India,IndiGo,IGO,India,Raipur Swami Vivekananda Airport,VERP,2024-03-15 05:10:00,2024-03-15 06:20:00,2024-03-15 05:00:00,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Indore Devi Ahilyabai Holkar Airport,6E5181,Scheduled,A21N,Airbus A320-214,N288NV,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 05:10:00,2024-03-15 06:30:00,2024-03-15 05:00:00,India,Jammu Airport,VIJU
India,Indore Devi Ahilyabai Holkar Airport,6E7725,Scheduled,AT76,,N816UA,India,IndiGo,IGO,India,Ahmedabad International Airport,VAAH,2024-03-15 05:40:00,2024-03-15 06:35:00,2024-03-15 05:40:00,India,Nashik Ozar Airport,VAOZ
India,Indore Devi Ahilyabai Holkar Airport,6E6738,Scheduled,A21N,Cessna 525B Citation CJ3+,N826DN,India,IndiGo,IGO,India,Jammu Airport,VIJU,2024-03-15 06:10:00,2024-03-15 08:30:00,,India,Delhi Indira Gandhi International Airport,VIDP
India,Indore Devi Ahilyabai Holkar Airport,6E7438,Scheduled,AT76,Airbus A320-214,,India,IndiGo,IGO,India,Udaipur Maharana Pratap Airport,VAUD,2024-03-15 08:15:00,2024-03-15 09:15:00,,India,Shirdi Airport,VASD
India,Indore Devi Ahilyabai Holkar Airport,6E7675,Scheduled,AT76,Airbus A320-232,N7886A,India,IndiGo,IGO,India,Jaipur Airport,VIJP,2024-03-15 07:45:00,2024-03-15 09:20:00,,India,Jodhpur Airport,VIJO
India,Indore Devi Ahilyabai Holkar Airport,6E7358,Scheduled,AT76,Embraer Phenom 300,,India,IndiGo,IGO,India,Jodhpur Airport,VIJO,2024-03-15 08:00:00,2024-03-15 09:35:00,,India,Goa Dabolim Airport,VOGO
India,Indore Devi Ahilyabai Holkar Airport,6E6915,Scheduled,A21N,Boeing 737-82R,N61898,India,IndiGo,IGO,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 09:05:00,2024-03-15 10:30:00,,India,Udaipur Maharana Pratap Airport,VAUD
India,Indore Devi Ahilyabai Holkar Airport,6E813,Scheduled,A20N,Embraer E195LR,,India,IndiGo,IGO,India,Goa Dabolim Airport,VOGO,2024-03-15 09:15:00,2024-03-15 11:00:00,,India,Nagpur Dr. Babasaheb Ambedkar International Airport,VANP
India,Indore Devi Ahilyabai Holkar Airport,6E7422,Scheduled,AT76,,,India,IndiGo,IGO,India,Shirdi Airport,VASD,2024-03-15 10:25:00,2024-03-15 11:40:00,,India,Bengaluru Kempegowda International Airport,VOBL
India,Indore Devi Ahilyabai Holkar Airport,6E843,Scheduled,A20N,Airbus A320-232,N957AN,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 11:05:00,2024-03-15 12:35:00,2024-03-15 10:55:00,India,Ahmedabad International Airport,VAAH
India,Indore Devi Ahilyabai Holkar Airport,6E902,Scheduled,A20N,Boeing 737-82R,,India,IndiGo,IGO,India,Delhi Indira Gandhi International Airport,VIDP,2024-03-15 11:30:00,2024-03-15 12:55:00,,India,Surat Airport,VASU
India,Indore Devi Ahilyabai Holkar Airport,6E7109,Scheduled,AT76,,,India,IndiGo,IGO,India,Nashik Ozar Airport,VAOZ,2024-03-15 12:30:00,2024-03-15 13:40:00,,India,Jaipur Airport,VIJP
India,Indore Devi Ahilyabai Holkar Airport,6E551,Scheduled,A20N,Airbus A320-232,,India,IndiGo,IGO,India,Mumbai Chhatrapati Shivaji International Airport,VABB,2024-03-15 12:20:00,2024-03-15 13:45:00,,India,Mumbai Chhatrapati Shivaji International Airport,VABB
India,Indore Devi Ahilyabai Holkar Airport,6E798,Scheduled,A20N,Embraer E195LR,N377DN,India,IndiGo,IGO,India,Kolkata Subhas Chandra Bose International Airport,VECC,2024-03-15 12:50:00,2024-03-15 15:15:00,,India,Lucknow Chaudhary Charan Singh Airport,VILK
India,Indore Devi Ahilyabai Holkar Airport,6E7435,Scheduled,AT76,,N987FD,India,IndiGo,IGO,India,Nagpur Dr. Babasaheb Ambedkar International Airport,VANP,2024-03-15 14:10:00,2024-03-15 15:30:00,,India,Delhi Indira Gandhi International Airport,VIDP
India,Indore Devi Ahilyabai Holkar Airport,6E489,Scheduled,A20N,,N829NN,India,IndiGo,IGO,India,Chennai International Airport,VOMM,2024-03-15 14:35:00,2024-03-15 16:35:00,2024-03-15 14:25:00,India,Ahmedabad International Airport,VAAH
India,Indore Devi Ahilyabai Holkar Airport,6E621,Scheduled,A20N,Boeing 737-8K2,N613NK,India,IndiGo,IGO,India,Hyderabad Rajiv Gandhi International Airport,VOHS,2024-03-15 15:25:00,2024-03-15 16:55:00,,India,Kolkata Subhas Chandra Bose International Airport,VECC
