Country,Airport,Flight identification,Flight Status,Aircraft Code,Aircraft Name,Aircraft Registration,Aircraft owner (Country),Airline Name,Airline Code,Departure Country,Departure Airport Name,Departure Airport Code,Scheduled Departure,Scheduled Arrival,Estimated Departure,Destination Country,Destination Airport Name,Destination Airport Code
Albania,Tirana International Airport,,Canceled,A21N,,,Malta,Wizz Air Malta,WMT,Georgia,Kutaisi International Airport,UGKO,2024-03-15 02:10:00,2024-03-15 05:16:00,,Germany,Dortmund Airport,EDLW
Albania,Tirana International Airport,FR8359,Scheduled,B738,,,Malta,Malta Air,MAY,Italy,Rome Ciampino Airport,LIRA,2024-03-15 05:15:00,2024-03-15 06:40:00,2024-03-15 05:15:00,Germany,Berlin Brandenburg Airport,EDDB
Albania,Tirana International Airport,NUM9904,Delayed 08:57,A20N,,,Seychelles,Air Seychelles,SEY,Kuwait,Kuwait International Airport,OKKK,2024-03-15 03:00:00,2024-03-15 07:26:00,,Italy,Milan Bergamo Orio al Serio International Airport,LIME
Albania,Tirana International Airport,LX1442,Scheduled,BCS3,,,Switzerland,Swiss,SWR,Switzerland,Zurich Airport,LSZH,2024-03-15 05:55:00,2024-03-15 07:55:00,2024-03-15 05:55:00,Belgium,Brussels South Charleroi Airport,EBCI
Albania,Tirana International Airport,A3970,Scheduled,A321,,B-7816,Greece,Aegean Airlines,AEE,Greece,Athens Eleftherios Venizelos,LGAV,2024-03-15 06:45:00,2024-03-15 08:05:00,2024-03-15 06:45:00,Italy,Milan Malpensa Airport,LIMC
Albania,Tirana International Airport,RK8288,Scheduled,B738,Beech 1900D,,United Kingdom,Ryanair UK,RUK,United Kingdom,London Stansted Airport,EGSS,2024-03-15 06:30:00,2024-03-15 09:25:00,2024-03-15 06:30:00,Germany,Frankfurt Airport,EDDF
Albania,Tirana International Airport,W43852,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Italy,Venice Treviso Airport,LIPH,2024-03-15 08:10:00,2024-03-15 09:40:00,2024-03-15 08:20:00,Italy,Turin Caselle Airport,LIMF
Albania,Tirana International Airport,W43846,Scheduled,A21N,,,Malta,Wizz Air Malta,WMT,Italy,Milan Bergamo Orio al Serio International Airport,LIME,2024-03-15 07:50:00,2024-03-15 09:40:00,2024-03-15 08:05:00,Italy,Venice Treviso Airport,LIPH
Albania,Tirana International Airport,W43858,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Italy,Rome Leonardo da Vinci Fiumicino Airport,LIRF,2024-03-15 08:05:00,2024-03-15 09:40:00,2024-03-15 08:26:00,Italy,Bologna Guglielmo Marconi Airport,LIPE
Albania,Tirana International Airport,W46682,Scheduled,A321,Airbus A320-232,,Hungary,Wizz Air,WZZ,Italy,Bologna Guglielmo Marconi Airport,LIPE,2024-03-15 08:10:00,2024-03-15 09:45:00,2024-03-15 08:10:00,Italy,Rome Leonardo da Vinci Fiumicino Airport,LIRF
Albania,Tirana International Airport,W46608,Scheduled,A321,,B-6558,Hungary,Wizz Air,WZZ,Italy,Milan Malpensa Airport,LIMC,2024-03-15 08:00:00,2024-03-15 10:00:00,2024-03-15 08:17:00,Netherlands,Eindhoven Airport,EHEH
Albania,Tirana International Airport,W46604,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Italy,Turin Caselle Airport,LIMF,2024-03-15 08:15:00,2024-03-15 10:05:00,2024-03-15 08:15:00,Germany,Memmingen Airport,EDJA
Albania,Tirana International Airport,FZ745,Estimated 10:48,B38M,,,United Arab Emirates,FlyDubai,FDB,United Arab Emirates,Dubai International Airport,OMDB,2024-03-15 04:05:00,2024-03-15 10:10:00,,Turkey,Istanbul Airport,LTFM
Albania,Tirana International Airport,W46612,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Germany,Berlin Brandenburg Airport,EDDB,2024-03-15 08:05:00,2024-03-15 10:20:00,2024-03-15 08:05:00,Italy,Rome Ciampino Airport,LIRA
Albania,Tirana International Airport,FR8398,Scheduled,B738,,,Malta,Malta Air,MAY,Italy,Bologna Guglielmo Marconi Airport,LIPE,2024-03-15 08:45:00,2024-03-15 10:25:00,2024-03-15 08:45:00,Switzerland,Zurich Airport,LSZH
Albania,Tirana International Airport,W43842,Scheduled,A320,,,Malta,Wizz Air Malta,WMT,Germany,Dortmund Airport,EDLW,2024-03-15 08:15:00,2024-03-15 10:40:00,2024-03-15 08:15:00,United Kingdom,London Stansted Airport,EGSS
Albania,Tirana International Airport,FR8355,Scheduled,B38M,,,Malta,Malta Air,MAY,Italy,Milan Bergamo Orio al Serio International Airport,LIME,2024-03-15 08:55:00,2024-03-15 10:45:00,2024-03-15 09:10:00,Poland,Krakow John Paul II International Airport,EPKK
Albania,Tirana International Airport,W43844,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Germany,Memmingen Airport,EDJA,2024-03-15 08:55:00,2024-03-15 10:50:00,2024-03-15 09:24:00,Italy,Pisa Galileo Galilei Airport,LIRP
Albania,Tirana International Airport,ZB1005,Scheduled,A320,,,Albania,Air Albania,ABN,Turkey,Istanbul Airport,LTFM,2024-03-15 09:10:00,2024-03-15 10:50:00,2024-03-15 09:10:00,Italy,Bari Karol Wojtyla Airport,LIBD
Albania,Tirana International Airport,W46626,Scheduled,A320,,,Malta,Wizz Air Malta,WMT,Belgium,Brussels South Charleroi Airport,EBCI,2024-03-15 08:40:00,2024-03-15 11:10:00,2024-03-15 08:40:00,Italy,Venice Treviso Airport,LIPH
Albania,Tirana International Airport,W46606,Scheduled,A21N,,,Malta,Wizz Air Malta,WMT,Italy,Catania Fontanarossa Airport,LICC,2024-03-15 09:55:00,2024-03-15 11:20:00,2024-03-15 10:08:00,Italy,Bologna Guglielmo Marconi Airport,LIPE
Albania,Tirana International Airport,LH1424,Scheduled,A320,,XA-VRD,Germany,Lufthansa,DLH,Germany,Frankfurt Airport,EDDF,2024-03-15 10:10:00,2024-03-15 12:20:00,2024-03-15 10:25:00,Italy,Milan Bergamo Orio al Serio International Airport,LIME
Albania,Tirana International Airport,W46628,Scheduled,A320,,XA-VSI,Malta,Wizz Air Malta,WMT,Netherlands,Eindhoven Airport,EHEH,2024-03-15 10:00:00,2024-03-15 12:30:00,2024-03-15 10:12:00,United Arab Emirates,Dubai International Airport,OMDB
Albania,Tirana International Airport,CD9291,Scheduled,B39M,,XA-VRA,Netherlands,Corendon Dutch Airlines,CND,Germany,Dusseldorf International Airport,EDDL,2024-03-15 11:00:00,2024-03-15 13:13:00,2024-03-15 11:13:00,Italy,Milan Bergamo Orio al Serio International Airport,LIME
Albania,Tirana International Airport,OS847,Scheduled,A320,,N532VL,Austria,Austrian Airlines,AUA,Austria,Vienna International Airport,LOWW,2024-03-15 11:45:00,2024-03-15 13:15:00,2024-03-15 11:45:00,Czechia,Prague Vaclav Havel Airport,LKPR
Albania,Tirana International Airport,W46602,Scheduled,A321,,XA-MAZ,Hungary,Wizz Air,WZZ,Italy,Bari Karol Wojtyla Airport,LIBD,2024-03-15 12:30:00,2024-03-15 13:30:00,2024-03-15 12:30:00,France,Paris Beauvais-Tille Airport,LFOB
Albania,Tirana International Airport,W44810,Scheduled,A321,,,Hungary,Wizz Air,WZZ,Italy,Venice Treviso Airport,LIPH,2024-03-15 13:00:00,2024-03-15 14:30:00,2024-03-15 13:15:00,Greece,Athens Eleftherios Venizelos,LGAV
Albania,Tirana International Airport,W45099,Scheduled,A321,,XA-VII,Hungary,Wizz Air,WZZ,Poland,Krakow John Paul II International Airport,EPKK,2024-03-15 12:45:00,2024-03-15 14:40:00,2024-03-15 12:45:00,Italy,Catania Fontanarossa Airport,LICC
Albania,Tirana International Airport,W43886,Scheduled,A321,,XA-VXI,Hungary,Wizz Air,WZZ,Italy,Milan Bergamo Orio al Serio International Airport,LIME,2024-03-15 13:40:00,2024-03-15 15:30:00,2024-03-15 13:55:00,Germany,Frankfurt Airport,EDDF
Albania,Tirana International Airport,W44814,Scheduled,A320,,,Malta,Wizz Air Malta,WMT,Greece,Athens Eleftherios Venizelos,LGAV,2024-03-15 14:15:00,2024-03-15 15:45:00,2024-03-15 14:15:00,Austria,Vienna International Airport,LOWW
Albania,Tirana International Airport,W46632,Scheduled,A321,Boeing 737-846,XA-VOZ,Hungary,Wizz Air,WZZ,Czechia,Prague Vaclav Havel Airport,LKPR,2024-03-15 14:00:00,2024-03-15 16:00:00,2024-03-15 14:10:00,Serbia,Belgrade Nikola Tesla Airport,LYBE
Albania,Tirana International Airport,J24052,Scheduled,A319,Boeing 737-86N,XA-VUC,Azerbaijan,Azerbaijan Airlines,AHY,Azerbaijan,Qabala International Airport,UBBQ,2024-03-15 13:00:00,2024-03-15 16:28:00,2024-03-15 13:10:00,Italy,Pisa Galileo Galilei Airport,LIRP
Albania,Tirana International Airport,TB2951,Scheduled,E295,Boeing 787-9 Dreamliner,XA-HSB,Belgium,TUI Airlines Belgium,JAF,Belgium,Brussels Airport,EBBR,2024-03-15 13:45:00,2024-03-15 16:35:00,2024-03-15 14:00:00,Italy,Verona Airport,LIPX
Albania,Tirana International Airport,A3972,Scheduled,A320,Boeing 737-846,,Greece,Aegean Airlines,AEE,Greece,Athens Eleftherios Venizelos,LGAV,2024-03-15 15:30:00,2024-03-15 16:50:00,2024-03-15 15:30:00,Greece,Athens Eleftherios Venizelos,LGAV
Albania,Tirana International Airport,W46634,Scheduled,A320,,,Malta,Wizz Air Malta,WMT,France,Paris Beauvais-Tille Airport,LFOB,2024-03-15 15:05:00,2024-03-15 17:40:00,2024-03-15 15:19:00,Spain,Madrid Barajas Airport,LEMD
Albania,Tirana International Airport,W46650,Scheduled,A321,Airbus A320-214,XA-VUJ,Hungary,Wizz Air,WZZ,Italy,Pisa Galileo Galilei Airport,LIRP,2024-03-15 17:35:00,2024-03-15 19:15:00,2024-03-15 17:54:00,Greece,Athens Eleftherios Venizelos,LGAV
Albania,Tirana International Airport,W43850,Scheduled,A321,Airbus A350-941,,Hungary,Wizz Air,WZZ,Italy,Verona Airport,LIPX,2024-03-15 17:45:00,2024-03-15 19:25:00,2024-03-15 18:00:00,Italy,Rome Ciampino Airport,LIRA
Algeria,Algiers Houari Boumediene Airport,AH6187,Estimated 21:05,AT76,Boeing 737-8D6,7T-VJN,Algeria,Air Algerie,DAH,Algeria,Oran Es Senia Airport,DAOO,2024-03-14 19:25:00,2024-03-14 20:35:00,,Spain,Madrid Barajas Airport,LEMD
Algeria,Algiers Houari Boumediene Airport,TK655,Estimated 22:37,A332,,7T-VJJ,Turkey,Turkish Airlines,THY,Turkey,Istanbul Airport,LTFM,2024-03-14 18:15:00,2024-03-14 22:00:00,,Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,OEMA
Algeria,Algiers Houari Boumediene Airport,SF3013,Scheduled,B738,,,Algeria,Tassili Airlines,DTH,France,Nantes Atlantique Airport,LFRS,2024-03-15 12:20:00,2024-03-15 14:40:00,2024-03-15 12:30:00,Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,OEMA
Algeria,Constantine Mohamed Boudiaf International Airport,SV9360,Delayed 00:45,A333,Boeing 737-4Y0(SF),,Spain,Wamos Air,PLM,Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,OEMA,2024-03-14 18:15:00,2024-03-14 23:24:00,,Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,OEMA
Algeria,Constantine Mohamed Boudiaf International Airport,AH1427,Scheduled,B738,Boeing 737-883(BCF),,Algeria,Air Algerie,DAH,France,Marseille Provence Airport,LFML,2024-03-15 09:45:00,2024-03-15 11:15:00,2024-03-15 09:51:00,France,Lyon Saint Exupery Airport,LFLL
Algeria,Tlemcen Zenata Airport,AH1087,Scheduled,B738,Airbus A320-271N,,Algeria,Air Algerie,DAH,France,Paris Orly Airport,LFPO,2024-03-15 12:10:00,2024-03-15 14:30:00,2024-03-15 12:20:00,France,Paris Orly Airport,LFPO
American Samoa,Pago Pago International Airport,HA465,Scheduled,A332,Airbus A320-216,,United States,Hawaiian Airlines,HAL,United States,Honolulu International Airport,PHNL,2024-03-15 02:20:00,2024-03-15 08:10:00,2024-03-15 02:49:00,United States,Honolulu International Airport,PHNL
Angola,Cabinda Airport,DT124,Scheduled,B737,Airbus A320-214,,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-14 18:40:00,2024-03-14 21:20:00,2024-03-14 21:05:00,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Cabinda Airport,DT124,Scheduled,B737,,,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 15:30:00,2024-03-15 16:40:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Catumbela Airport,DT441,Scheduled,B737,,RP-C7286,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 06:30:00,2024-03-15 07:30:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Catumbela Airport,DT443,Scheduled,DH8D,,,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 17:00:00,2024-03-15 18:00:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Dundo Airport,DT220,Scheduled,B737,,EI-FAV,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 11:00:00,2024-03-15 13:00:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Luanda Quatro de Fevereiro Airport,LH560,Estimated 06:17,A333,,N253SY,Germany,Lufthansa,DLH,Germany,Frankfurt Airport,EDDF,2024-03-14 20:45:00,2024-03-15 05:20:00,,Angola,Cabinda Airport,FNCA
Angola,Luanda Quatro de Fevereiro Airport,DT123,Canceled,DH8D,Embraer E175LR,N146UP,Angola,TAAG Angola Airlines,DTA,Angola,Cabinda Airport,FNCA,2024-03-15 05:50:00,2024-03-15 07:00:00,,Angola,Catumbela Airport,FNCT
Angola,Luanda Quatro de Fevereiro Airport,AF928,Scheduled,A332,Embraer E175LR,N204JQ,France,Air France,AFR,Congo,Pointe Noire Airport,FCPP,2024-03-15 07:10:00,2024-03-15 08:25:00,,Angola,Huambo Albano Machado Airport,FNHU
Angola,Luanda Quatro de Fevereiro Airport,DT2329,Scheduled,B737,Embraer Phenom 300,,Angola,TAAG Angola Airlines,DTA,Angola,Luena Airport,FNUE,2024-03-15 11:35:00,2024-03-15 13:35:00,,Angola,Dundo Airport,FNDU
Angola,Luanda Quatro de Fevereiro Airport,TK540,Scheduled,A332,,N580UP,Turkey,Turkish Airlines,THY,Turkey,Istanbul Airport,LTFM,2024-03-15 05:45:00,2024-03-15 14:35:00,2024-03-15 05:51:00,Portugal,Lisbon Humberto Delgado Airport,LPPT
Angola,Luanda Quatro de Fevereiro Airport,DT574,Scheduled,B737,,N358UP,Angola,TAAG Angola Airlines,DTA,Namibia,Windhoek Hosea Kutako International Airport,FYWH,2024-03-15 13:25:00,2024-03-15 15:45:00,,South Africa,Johannesburg OR Tambo International Airport,FAOR
Angola,Luanda Quatro de Fevereiro Airport,DT523,Scheduled,DH8D,,N258UP,Angola,TAAG Angola Airlines,DTA,Congo,Pointe Noire Airport,FCPP,2024-03-15 14:40:00,2024-03-15 16:00:00,,Congo,Pointe Noire Airport,FCPP
Angola,Luanda Quatro de Fevereiro Airport,DT580,Scheduled,B737,,N140UP,Angola,TAAG Angola Airlines,DTA,South Africa,Cape Town International Airport,FACT,2024-03-15 13:00:00,2024-03-15 17:00:00,,Angola,Cabinda Airport,FNCA
Angola,Luanda Quatro de Fevereiro Airport,DT125,Canceled,B737,,N291UP,Angola,TAAG Angola Airlines,DTA,Angola,Cabinda Airport,FNCA,2024-03-15 17:30:00,2024-03-15 18:40:00,,Angola,Cabinda Airport,FNCA
Angola,Luanda Quatro de Fevereiro Airport,DT444,Scheduled,DH8D,,N259UP,Angola,TAAG Angola Airlines,DTA,Angola,Catumbela Airport,FNCT,2024-03-15 18:40:00,2024-03-15 19:40:00,,Angola,Catumbela Airport,FNCT
Angola,Luanda Quatro de Fevereiro Airport,TP287,Scheduled,A339,,N275UP,Portugal,TAP Air Portugal,TAP,Portugal,Lisbon Humberto Delgado Airport,LPPT,2024-03-15 13:15:00,2024-03-15 20:55:00,,Nigeria,Lagos Murtala Mohammed Airport,DNMM
Angola,Luanda Quatro de Fevereiro Airport,DT567,Scheduled,B737,,N378UP,Angola,TAAG Angola Airlines,DTA,Nigeria,Lagos Murtala Mohammed Airport,DNMM,2024-03-16 00:05:00,2024-03-16 03:05:00,,Brazil,Sao Paulo Guarulhos International Airport,SBGR
Angola,Luanda Quatro de Fevereiro Airport,DT748,Scheduled,B77W,Boeing 737 MAX 8,N312UP,Angola,TAAG Angola Airlines,DTA,Brazil,Sao Paulo Guarulhos International Airport,SBGR,2024-03-15 21:15:00,2024-03-16 05:30:00,2024-03-15 21:15:00,Portugal,Lisbon Humberto Delgado Airport,LPPT
Angola,Luanda Quatro de Fevereiro Airport,DT231,Scheduled,DH8D,Airbus A321-252NX,,Angola,TAAG Angola Airlines,DTA,Angola,Saurimo Airport,FNSA,2024-03-16 08:30:00,2024-03-16 10:15:00,,Angola,Saurimo Airport,FNSA
Angola,Luena Airport,DT2329,Scheduled,B737,,VT-ILE,Angola,TAAG Angola Airlines,DTA,Angola,Saurimo Airport,FNSA,2024-03-15 10:25:00,2024-03-15 11:05:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Menongue Airport,DT3159,Scheduled,DH8D,Airbus A320-233,N979FD,Angola,TAAG Angola Airlines,DTA,Angola,Huambo Albano Machado Airport,FNHU,2024-03-16 08:55:00,2024-03-16 09:55:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Namibe Welwitschia Mirabilis Airport,DT3139,Scheduled,DH8D,,,Angola,TAAG Angola Airlines,DTA,Angola,Huambo Albano Machado Airport,FNHU,2024-03-15 08:35:00,2024-03-15 09:25:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Saurimo Airport,DT2329,Scheduled,B737,Cessna 560XL Citation XLS,,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 08:00:00,2024-03-15 09:45:00,,Angola,Luena Airport,FNUE
Angola,Saurimo Airport,DT230,Scheduled,DH8D,,N3145J,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-16 06:00:00,2024-03-16 07:50:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Angola,Soyo Airport,DT130,Scheduled,DH8D,Embraer E175LR,,Angola,TAAG Angola Airlines,DTA,Angola,Luanda Quatro de Fevereiro Airport,FNLU,2024-03-15 14:35:00,2024-03-15 15:35:00,,Angola,Luanda Quatro de Fevereiro Airport,FNLU
Antigua And Barbuda,Antigua V. C. Bird International Airport,JY633,Scheduled,E120,,5Y-FFA,Turks And Caicos Islands,InterCaribbean Airways,IWY,Virgin Islands British,Beef Island Terrance B. Lettsome Airport,TUPJ,2024-03-14 20:15:00,2024-03-14 21:15:00,2024-03-14 20:25:00,Virgin Islands British,Beef Island Terrance B. Lettsome Airport,TUPJ
Antigua And Barbuda,Antigua V. C. Bird International Airport,BW419,Estimated 17:54,B38M,Embraer ERJ-145LR,,Trinidad And Tobago,Caribbean Airlines,BWA,Jamaica,Kingston Norman Manley International Airport,MKJP,2024-03-14 19:50:00,2024-03-14 22:15:00,,Virgin Islands British,Beef Island Terrance B. Lettsome Airport,TUPJ
Antigua And Barbuda,Antigua V. C. Bird International Airport,3M118,Scheduled,AT46,Boeing 737 MAX 8,,United States,Silver Airways,SIL,Puerto Rico,San Juan Luis Munoz Marin International Airport,TJSJ,2024-03-14 21:05:00,2024-03-14 22:35:00,2024-03-14 21:05:00,Barbados,Bridgetown Grantley Adams International Airport,TBPB
Antigua And Barbuda,Antigua V. C. Bird International Airport,AA2582,Scheduled,B38M,Airbus A319-114,N406SV,United States,American Airlines,AAL,United States,New York John F. Kennedy International Airport,KJFK,2024-03-15 11:58:00,2024-03-15 16:08:00,2024-03-15 12:28:00,Turks And Caicos Islands,Providenciales International Airport,MBPV
Antigua And Barbuda,Antigua V. C. Bird International Airport,AA2580,Scheduled,B738,,9Y-TTG,United States,American Airlines,AAL,United States,Miami International Airport,KMIA,2024-03-15 14:35:00,2024-03-15 18:05:00,2024-03-15 14:35:00,United States,Miami International Airport,KMIA
Argentina,Bahia Blanca Comandante Espora Airport,AR1628,Scheduled,B738,,,Argentina,Aerolineas Argentinas,ARG,Argentina,Buenos Aires Jorge Newbery Airport,SABE,2024-03-14 19:30:00,2024-03-14 20:50:00,,Argentina,Buenos Aires Jorge Newbery Airport,SABE
Argentina,Bahia Blanca Comandante Espora Airport,AR1622,Scheduled,E190,,,Argentina,Aerolineas Argentinas,ARG,Argentina,Buenos Aires Jorge Newbery Airport,SABE,2024-03-14 23:40:00,2024-03-15 01:00:00,2024-03-14 23:40:00,Argentina,Buenos Aires Jorge Newbery Airport,SABE
Argentina,Bahia Blanca Comandante Espora Airport,AR1620,Scheduled,E190,,,Argentina,Aerolineas Argentinas,ARG,Argentina,Buenos Aires Jorge Newbery Airport,SABE,2024-03-15 10:40:00,2024-03-15 12:00:00,,Argentina,Buenos Aires Jorge Newbery Airport,SABE
Argentina,Bahia Blanca Comandante Espora Airport,AR1608,Scheduled,E190,,,Argentina,Aerolineas Argentinas,ARG,Argentina,Mar del Plata Astor Piazzolla International Airport,SAZM,2024-03-15 14:40:00,2024-03-15 15:40:00,,Argentina,Trelew Almirante Marco Andres Zar Airport,SAVT
Argentina,Bahia Blanca Comandante Espora Airport,AR1938,Scheduled,E190,Boeing 787-9 Dreamliner,,Argentina,Aerolineas Argentinas,ARG,Argentina,Buenos Aires Jorge Newbery Airport,SABE,2024-03-15 16:35:00,2024-03-15 17:55:00,,Argentina,Buenos Aires Jorge Newbery Airport,SABE
Argentina,Bahia Blanca Comandante Espora Airport,AR1628,Scheduled,E190,Airbus A320-214,,Argentina,Aerolineas Argentinas,ARG,Argentina,Buenos Aires Jorge Newbery Airport,SABE,2024-03-15 18:40:00,2024-03-15 20:00:00,,Argentina,Buenos Aires Jorge Newbery Airport,SABE
Argentina,Buenos Aires Jorge Newbery Airport,AR1667,Scheduled,E190,Embraer E190AR,,Argentina,Aerolineas Argentinas,ARG,Argentina,Esquel Airport,SAVE,2024-03-14 19:10:00,2024-03-14 21:20:00,2024-03-14 21:20:00,Brazil,Sao Paulo Guarulhos International Airport,SBGR
Argentina,Buenos Aires Jorge Newbery Airport,AR1731,Scheduled,E190,Boeing 737-8MB,,Argentina,Aerolineas Argentinas,ARG,Argentina,Puerto Iguazu International Airport,SARI,2024-03-14 19:30:00,2024-03-14 21:25:00,2024-03-14 21:05:00,Argentina,Salta Martin Miguel de Guemes International Airport,SASA
Argentina,Buenos Aires Jorge Newbery Airport,G37692,Estimated 18:42,B738,Embraer E190AR,,Brazil,GOL Linhas Aereas,GLO,Brazil,Florianopolis Hercilio Luz International Airport,SBFL,2024-03-14 19:40:00,2024-03-14 22:00:00,,Argentina,Cordoba International Airport,SACO
Argentina,Buenos Aires Jorge Newbery Airport,AR1657,Estimated 19:19,B737,Boeing 737 MAX 8,,Argentina,Aerolineas Argentinas,ARG,Argentina,Neuquen Presidente Peron International Airport,SAZN,2024-03-14 20:35:00,2024-03-14 22:15:00,,Argentina,Puerto Iguazu International Airport,SARI
Argentina,Buenos Aires Jorge Newbery Airport,ZP818,Scheduled,CRJ2,Boeing 737-8SH,,Paraguay,Paranair,AZP,Paraguay,Asuncion Silvio Pettirossi International Airport,SGAS,2024-03-14 20:30:00,2024-03-14 22:20:00,,Argentina,Trelew Almirante Marco Andres Zar Airport,SAVT
Argentina,Buenos Aires Jorge Newbery Airport,AR1931,Estimated 19:28,B738,,YL-ABL,Argentina,Aerolineas Argentinas,ARG,Argentina,Puerto Iguazu International Airport,SARI,2024-03-14 20:30:00,2024-03-14 22:25:00,,Peru,Lima Jorge Chavez International Airport,SPJC
Argentina,Buenos Aires Jorge Newbery Airport,AR1429,Scheduled,B738,,,Argentina,Aerolineas Argentinas,ARG,Argentina,Mendoza International Airport,SAME,2024-03-14 20:55:00,2024-03-14 22:30:00,2024-03-14 23:30:00,Argentina,San Luis Airport,SAOU
Argentina,Buenos Aires Jorge Newbery Airport,AR1629,Scheduled,B738,Boeing 737-8MB,EC-NTO,Argentina,Aerolineas Argentinas,ARG,Argentina,Bahia Blanca Comandante Espora Airport,SAZB,2024-03-14 21:30:00,2024-03-14 22:40:00,2024-03-14 22:26:00,Argentina,Santiago del Estero Airport,SANE
Argentina,Buenos Aires Jorge Newbery Airport,AR1487,Scheduled,E190,Boeing 737-7BD,,Argentina,Aerolineas Argentinas,ARG,Argentina,Tucuman Airport,SANT,2024-03-14 21:00:00,2024-03-14 22:45:00,2024-03-14 23:45:00,Argentina,Mendoza International Airport,SAME
Argentina,Buenos Aires Jorge Newbery Airport,AR1611,Scheduled,E190,Embraer E190AR,,Argentina,Aerolineas Argentinas,ARG,Argentina,Mar del Plata Astor Piazzolla International Airport,SAZM,2024-03-14 21:45:00,2024-03-14 22:45:00,,Chile,Santiago International Airport,SCEL
Argentina,Buenos Aires Jorge Newbery Airport,AR1729,Scheduled,E190,Boeing 737-8BK,PH-NXA,Argentina,Aerolineas Argentinas,ARG,Argentina,Parana Airport,SAAP,2024-03-14 22:00:00,2024-03-14 22:55:00,2024-03-14 22:50:00,Argentina,Cordoba International Airport,SACO
Argentina,Buenos Aires Jorge Newbery Airport,AR1873,Estimated 19:56,B738,,,Argentina,Aerolineas Argentinas,ARG,Argentina,El Calafate International Airport,SAWC,2024-03-14 20:25:00,2024-03-14 23:20:00,,Argentina,Salta Martin Miguel de Guemes International Airport,SASA
Argentina,Buenos Aires Jorge Newbery Airport,AR1761,Scheduled,B737,Embraer E190AR,LV-GIK,Argentina,Aerolineas Argentinas,ARG,Argentina,Formosa International Airport,SARF,2024-03-14 22:15:00,2024-03-14 23:55:00,2024-03-15 00:05:00,Argentina,Rosario Islas Malvinas International Airport,SAAR
Argentina,Buenos Aires Jorge Newbery Airport,AR1443,Scheduled,E190,Boeing 737-81D,LV-CHS,Argentina,Aerolineas Argentinas,ARG,Argentina,Catamarca International Airport,SANC,2024-03-14 22:15:00,2024-03-14 23:55:00,2024-03-14 22:45:00,Argentina,Bahia Blanca Comandante Espora Airport,SAZB
Argentina,Buenos Aires Jorge Newbery Airport,AR1698,Scheduled,B738,,LV-FPS,Argentina,Aerolineas Argentinas,ARG,Argentina,San Carlos de Bariloche Airport,SAZS,2024-03-14 21:55:00,2024-03-15 00:00:00,2024-03-14 22:30:00,Argentina,Cordoba International Airport,SACO
Argentina,Buenos Aires Jorge Newbery Airport,LA8138,Scheduled,A320,Embraer E190AR,LV-KDQ,Brazil,LATAM Brasil,TAM,Brazil,Sao Paulo Guarulhos International Airport,SBGR,2024-03-14 21:20:00,2024-03-15 00:10:00,,Argentina,San Carlos de Bariloche Airport,SAZS
Argentina,Buenos Aires Jorge Newbery Airport,AR1441,Scheduled,E190,,LV-CEV,Argentina,Aerolineas Argentinas,ARG,Argentina,La Rioja Airport,SANL,2024-03-14 23:20:00,2024-03-15 00:55:00,2024-03-15 00:50:00,Argentina,Comodoro Rivadavia International Airport,SAVC
Argentina,Buenos Aires Jorge Newbery Airport,AR1775,Scheduled,B737,Boeing 737-76N,LV-CIG,Argentina,Aerolineas Argentinas,ARG,Argentina,Formosa International Airport,SARF,2024-03-14 23:35:00,2024-03-15 01:15:00,2024-03-15 00:39:00,Brazil,Sao Paulo Guarulhos International Airport,SBGR
