Country,Airport
United-states, Huslia Airport (HSL/PAHS) 
United-states, Hutchinson Airport (HUT/KHUT) 
United-states, Hyannis Barnstable Municipal Airport (HYA/KHYA) 
United-states, Ida Grove Municipal Airport (IDG/KIDG) 
United-states, Idaho Falls Regional Airport (IDA/KIDA) 
United-states, Iliamna Airport (ILI/PAIL) 
United-states, Immokalee Regional Airport (IMM/KIMM) 
United-states, Imperial County Airport (IPL/KIPL) 
United-states, Imperial Municipal Airport (IML/KIML) 
United-states, Independence Municipal Airport (IDP/KIDP) 
United-states, Indianapolis Executive Airport (TYQ/KTYQ) 
United-states, Indianapolis International Airport (IND/KIND) 
United-states, Indianapolis Eagle Creek Airpark (QTY/KEYE) 
United-states, Indianapolis Regional Airport (QQQ/KMQJ) 
United-states, Falls International Airport (INL/KINL) 
United-states, Inyokern Airport (IYK/KIYK) 
United-states, Iowa City Municipal Airport (IOW/KIOW) 
United-states, Iron Mountain Ford Airport (IMT/KIMT) 
United-states, Ironwood Gogebic Iron County Airport (IWD/KIWD) 
United-states, Islip Long Island MacArthur Airport (ISP/KISP) 
United-states, Ithaca Tompkins International Airport (ITH/KITH) 
United-states, Jackson Municipal Airport (MJQ/KMJQ) 
United-states, Jackson McKellar Sipes Regional Airport (MKL/KMKL) 
United-states, Jackson Hole Airport (JAC/KJAC) 
United-states, Jackson Hawkins Field Airport (HKS/KHKS) 
United-states, Jackson County Airport (JXN/KJXN) 
United-states, Jackson Evers International Airport (JAN/KJAN) 
United-states, Jacksonville Cherokee County Airport (JKV/KJSO) 
United-states, Jacksonville Cecil Airport (VQQ/KVQQ) 
United-states, Jacksonville Executive at Craig Airport (CRG/KCRG) 
United-states, Jacksonville International Airport (JAX/KJAX) 
United-states, Jacksonville Albert J. Ellis Airport (OAJ/KOAJ) 
United-states, Jacksonville Municipal Airport (IJX/KIJX) 
United-states, Jamestown Chautauqua County Airport (JHW/KJHW) 
United-states, Jamestown Regional Airport (JMS/KJMS) 
United-states, Janesville Southern Wisconsin Regional Airport (JVL/KJVL) 
United-states, Jasper County Bell Field Airport (JAS/KJAS) 
United-states, Jefferson City Memorial Airport (JEF/KJEF) 
United-states, Johnstown Cambria County Airport (JST/KJST) 
United-states, Joliet Regional Airport (JOT/KJOT) 
United-states, Jonesboro Municipal Airport (JBR/KJBR) 
United-states, Joplin Regional Airport (JLN/KJLN) 
United-states, Junction Kimble County Airport (JCT/KJCT) 
United-states, Juneau International Airport (JNU/PAJN) 
United-states, Juneau Dodge County Airport (UNU/KUNU) 
United-states, Kahului Airport (OGG/PHOG) 
United-states, Kona International Airport (KOA/PHKO) 
United-states, Kalamazoo Battle Creek International Airport (AZO/KAZO) 
United-states, Kalaupapa Airport (LUP/PHLU) 
United-states, Kalispell Glacier Park International Airport (FCA/KGPI) 
United-states, Kalskag Airport (KLG/PALG) 
United-states, Kaltag Airport (KAL/PAKV) 
United-states, Greater Kankakee Airport (IKK/KIKK) 
United-states, Kansas City New Century Aircenter Airport (JCI/KIXD) 
United-states, Kansas City International Airport (MCI/KMCI) 
United-states, Kansas City Johnson County Executive Airport (OJC/KOJC) 
United-states, Kansas City Downtown Airport (MKC/KMKC) 
United-states, Kapolei Kalaeloa Airport (JRF/PHJR) 
United-states, Kasigluk Airport (KUK/PFKA) 
United-states, Kaunakakai Molokai Airport (MKK/PHMK) 
United-states, Kearney Regional Airport (EAR/KEAR) 
United-states, Keene Dillant Hopkins Airport (EEN/KEEN) 
United-states, Kelso Southwest Washington Regional Airport (KLS/KKLS) 
United-states, Kenai Municipal Airport (ENA/PAEN) 
United-states, Kennett Memorial Airport (KNT/KTKX) 
United-states, Kenosha Regional Airport (ENW/KENW) 
United-states, Kerrville Municipal Airport (ERV/KERV) 
United-states, Ketchikan International Airport (KTN/PAKT) 
United-states, Key West International Airport (EYW/KEYW) 
United-states, Kiana Bob Baker Memorial Airport (IAN/PAIK) 
United-states, Killeen Fort Hood Regional Airport (GRK/KGRK) 
United-states, King Cove Airport (KVC/PAVC) 
United-states, King Salmon Airport (AKN/PAKN) 
United-states, Kingman Airport (IGM/KIGM) 
United-states, Kinston Regional Jetport (ISO/KISO) 
United-states, Kipnuk Airport (KPN/PAKI) 
United-states, Kirksville Municipal Airport (IRK/KIRK) 
United-states, Kissimmee Gateway Airport (ISM/KISM) 
United-states, Kivalina Airport (KVL/PAVL) 
United-states, Klamath Falls Airport (LMT/KLMT) 
United-states, Klawock Airport (KLW/PAKW) 
United-states, Knoxville McGhee Tyson Airport (TYS/KTYS) 
United-states, Knoxville Downtown Island Airport (QQX/KDKX) 
United-states, Kobuk Airport (OBU/PAOB) 
United-states, Kodiak Airport (ADQ/PADQ) 
United-states, Kokhanok Airport (KNK/PFKK) 
United-states, Kokomo Municipal Airport (OKK/KOKK) 
United-states, Koliganek Airport (KGK/PAJZ) 
United-states, Kongiganak Airport (KKH/PADY) 
United-states, Kosciusko Attala County Airport (OSX/KOSX) 
United-states, Kotlik Airport (KOT/PFKO) 
United-states, Kotzebue Ralph Wien Memorial Airport (OTZ/PAOT) 
United-states, Koyuk Alfred Adams Airport (KKA/PAKK) 
United-states, Koyukuk Airport (KYU/PFKU) 
United-states, Kuparuk Ugnu Airport (UUK/PAKU) 
United-states, Kwethluk Airport (KWT/PFKW) 
United-states, Kwigillingok Airport (KWK/PAGG) 
United-states, La Crosse Regional Airport (LSE/KLSE) 
United-states, La Grande Union County Airport (LGD/KLGD) 
United-states, La Verne Brackett Field Airport (POC/KPOC) 
United-states, Laconia Municipal Airport (LCI/KLCI) 
United-states, Lafayette Purdue University Airport (LAF/KLAF) 
United-states, Lafayette Regional Airport (LFT/KLFT) 
United-states, LaGrange Callaway Airport (LGC/KLGC) 
United-states, Lahaina Kapalua Airport (JHM/PHJH) 
United-states, Lake Charles Chennault International Airport (CWF/KCWF) 
United-states, Lake Charles Regional Airport (LCH/KLCH) 
United-states, Lake City Gateway Airport (LCQ/KLCQ) 
United-states, Lake Havasu City Airport (HII/KHII) 
United-states, Lake Jackson Texas Gulf Coast Regional Airport (LJN/KLBX) 
United-states, Lake Ozark Lee C Fine Memorial Airport (AIZ/KAIZ) 
United-states, Lakeland Linder International Airport (LAL/KLAL) 
United-states, Lamar Municipal Airport (LAA/KLAA) 
United-states, Lanai Airport (LNY/PHNY) 
United-states, Lancaster Airport (LNS/KLNS) 
United-states, Lancaster General William J Fox Airport (WJF/KWJF) 
United-states, Lander Hunt Field Airport (LND/KLND) 
United-states, Lansing Capital Region International Airport (LAN/KLAN) 
United-states, Laramie Regional Airport (LAR/KLAR) 
United-states, Laredo International Airport (LRD/KLRD) 
United-states, Las Cruces International Airport (LRU/KLRU) 
United-states, North Las Vegas Airport (VGT/KVGT) 
United-states, Las Vegas Municipal Airport (LVS/KLVS) 
United-states, Las Vegas Harry Reid International Airport (LAS/KLAS) 
United-states, Las Vegas Henderson Executive Airport (HSH/KHND) 
United-states, Latrobe Arnold Palmer Regional Airport (LBE/KLBE) 
United-states, Laurel Hesler-Noble Field Airport (LUL/KLUL) 
United-states, Lawrence Municipal Airport (LWC/KLWC) 
United-states, Lawrence Municipal Airport (LWM/KLWM) 
United-states, Lawrenceville Gwinnett County Airport (LZU/KLZU) 
United-states, Lawton Fort Sill Regional Airport (LAW/KLAW) 
United-states, Leadville Airport (LXV/KLXV) 
United-states, Lebanon Municipal Airport (LEB/KLEB) 
United-states, Lee's Summit Municipal Airport (QQL/KLXT) 
United-states, Leesburg International Airport (LEE/KLEE) 
United-states, Lewisburg Greenbrier Valley Airport (LWB/KLWB) 
United-states, Lewiston Nez Perce County Airport (LWS/KLWS) 
United-states, Lewistown Municipal Airport (LWT/KLWT) 
United-states, Lexington Blue Grass Airport (LEX/KLEX) 
United-states, Liberal Mid-America Regional Airport (LBL/KLBL) 
United-states, Lihue Airport (LIH/PHLI) 
United-states, Lima Allen County Airport (AOH/KAOH) 
United-states, Limon Municipal Airport (LIC/KLIC) 
United-states, Lincoln Airport (LNK/KLNK) 
United-states, Linden Airport (LDJ/KLDJ) 
United-states, Little Rock Clinton National Airport (LIT/KLIT) 
United-states, Livermore Municipal Airport (LVK/KLVK) 
United-states, Livingston Mission Field Airport (LVM/KLVM) 
United-states, Logan Cache Airport (LGU/KLGU) 
United-states, London Corbin Airport (LOZ/KLOZ) 
United-states, Long Beach Airport (LGB/KLGB) 
United-states, Longview East Texas Regional Airport (GGG/KGGG) 
United-states, Los Angeles International Airport (LAX/KLAX) 
United-states, Los Angeles Whiteman Airport (WHP/KWHP) 
United-states, Los Banos Airport (LSN/KLSN) 
United-states, Louisa County Airport (LOW/KLKU) 
United-states, Louisburg Triangle North Executive Airport (LFN/KLHZ) 
United-states, Louisville Winston County Airport (LMS/KLMS) 
United-states, Louisville Bowman Field Airport (LOU/KLOU) 
United-states, Louisville Clark Regional Airport (QSV/KJVY) 
United-states, Louisville International Airport (SDF/KSDF) 
United-states, Lubbock Preston Smith International Airport (LBB/KLBB) 
United-states, Ludington Mason County Airport (LDM/KLDM) 
United-states, Lufkin Angelina County Airport (LFK/KLFK) 
United-states, Lumberton Municipal Airport (LBT/KLBT) 
United-states, Lynchburg Regional Airport (LYH/KLYH) 
United-states, Mackinac Island Airport (MCD/KMCD) 
United-states, Macon Downtown Airport (MAC/KMAC) 
United-states, Macon Middle Georgia Regional Airport (MCN/KMCN) 
United-states, Madera Municipal Airport (MAE/KMAE) 
United-states, Madison Municipal Airport (IMS/KIMS) 
United-states, Madison Bruce Campbell Field Airport (DXE/KMBO) 
United-states, Madison Dane County Regional Airport (MSN/KMSN) 
United-states, Malden Regional Airport (MAW/KMAW) 
United-states, Mammoth Yosemite Airport (MMH/KMMH) 
United-states, Manassas Regional Airport (MNZ/KHEF) 
United-states, Manchester Boston Regional Airport (MHT/KMHT) 
United-states, Manhattan Regional Airport (MHK/KMHK) 
United-states, Manila Municipal Airport (MXA/KMXA) 
United-states, Manistee County Blacker Airport (MBL/KMBL) 
United-states, Manitowoc County Airport (MTW/KMTW) 
United-states, Mankato Regional Airport (MKT/KMKT) 
United-states, Manley Hot Springs Airport (MLY/PAML) 
United-states, Manokotak Airport (KMO/PAMB) 
United-states, Mansfield Lahm Regional Airport (MFD/KMFD) 
United-states, Manteo Dare County Regional Airport (MEO/KMQI) 
United-states, Marana Pinal Airport (MZJ/KMZJ) 
United-states, Marathon Florida Keys Airport (MTH/KMTH) 
United-states, Marco Island Airport (MRK/KMKY) 
United-states, Marfa Municipal Airport (MRF/KMRF) 
United-states, Marina Municipal Airport (OAR/KOAR) 
United-states, Marion Municipal Airport (MZZ/KMZZ) 
United-states, Marion Williamson County Regional Airport (MWA/KMWA) 
United-states, Marquette Sawyer International Airport (MQT/KSAW) 
United-states, Marshall Don Hunter Sr. Airport (MLL/PADM) 
United-states, Marshall Harrison County Airport (ASL/KASL) 
United-states, Marshall Southwest Minnesota Regional Airport (MML/KMML) 
United-states, Martha's Vineyard Airport (MVY/KMVY) 
United-states, Martinsburg Eastern WV Regional Airport (MRB/KMRB) 
United-states, Marysville Yuba County Airport (MYV/KMYV) 
United-states, Mason City Municipal Airport (MCW/KMCW) 
United-states, Massena International Airport (MSS/KMSS) 
United-states, Maxton Airport (MXE/KMEB) 
United-states, Mc Alester Regional (MLC/KMLC) 
United-states, McAllen Miller International Airport (MFE/KMFE) 
United-states, McCall Municipal Airport (MYL/KMYL) 
United-states, McCook Ben Nelson Regional Airport (MCK/KMCK) 
United-states, McGrath Airport (MCG/PAMC) 
United-states, McKinney National Airport (QQT/KTKI) 
United-states, McMinnville Municipal Airport (MMV/KMMV) 
United-states, Medford Rogue Valley International Airport (MFR/KMFR) 
United-states, Mekoryuk Airport (MYU/PAMY) 
United-states, Melbourne International Airport (MLB/KMLB) 
United-states, Melfa Accomack County Airport (MFV/KMFV) 
United-states, Memphis International Airport (MEM/KMEM) 
United-states, Mena Intermountain Municipal Airport (UMZ/KMEZ) 
United-states, Menominee Marinette Twin County Airport (MNM/KMNM) 
United-states, Merced Municipal Airport (MCE/KMCE) 
United-states, Meridian Regional Airport (MEI/KMEI) 
United-states, Merritt Island Airport (COI/KCOI) 
United-states, Mesa Falcon Field Airport (MSC/KFFZ) 
United-states, Miami Municipal Airport (MIO/KMIO) 
United-states, Miami International Airport (MIA/KMIA) 
United-states, Miami Executive Airport (TMB/KTMB) 
United-states, Miami Opa Locka Executive Airport (OPF/KOPF) 
United-states, Middletown Regional Airport (MWO/KMWO) 
United-states, Midland Airpark (MDD/KMDD) 
United-states, Midland International Airport (MAF/KMAF) 
United-states, Miles City Municipal Airport (MLS/KMLS) 
United-states, Milledgeville Baldwin County Airport (MLJ/KMLJ) 
United-states, Millington Memphis Airport (NQA/KNQA) 
United-states, Millville Executive Airport (MIV/KMIV) 
United-states, Milwaukee General Mitchell International Airport (MKE/KMKE) 
United-states, Milwaukee Lawrence J. Timmerman Airport (MWC/KMWC) 
United-states, Minchumina Airport (LMA/PAMH) 
United-states, Minden Tahoe Airport (MEV/KMEV) 
United-states, Mineral Point Iowa County Airport (QQJ/KMRJ) 
United-states, Mineral Wells Airport (MWL/KMWL) 
United-states, Minneapolis Anoka County Blaine Airport (QQA/KANE) 
United-states, Minneapolis Crystal Airport (MIC/KMIC) 
United-states, Minneapolis Saint Paul International Airport (MSP/KMSP) 
United-states, Minneapolis Flying Cloud Airport (FCM/KFCM) 
United-states, Minocqua Woodruff Lakeland Airport (ARV/KARV) 
United-states, Minot International Airport (MOT/KMOT) 
United-states, Missoula International Airport (MSO/KMSO) 
United-states, Mitchell Municipal Airport (MHE/KMHE) 
United-states, Moab Canyonlands Field (CNY/KCNY) 
United-states, Moberly Airport (MBY/KMBY) 
United-states, Mobile Regional Airport (MOB/KMOB) 
United-states, Mobile International Airport (BFM/KBFM) 
United-states, Mobridge Municipal Airport (MBG/KMBG) 
United-states, Modesto City County Airport (MOD/KMOD) 
United-states, Mojave Air and Space Port (MHV/KMHV) 
United-states, Moline Quad City International Airport (MLI/KMLI) 
United-states, Monroe Custer Airport (QQM/KTTF) 
United-states, Monroe Regional Airport (MLU/KMLU) 
United-states, Monroeville Monroe County Airport (MVC/KMVC) 
United-states, Montauk Airport (MTP/KMTP) 
United-states, Monterey Regional Airport (MRY/KMRY) 
United-states, Montevideo Chippewa County Airport (MVE/KMVE) 
United-states, Montgomery Orange County Airport (MGJ/KMGJ) 
United-states, Montgomery Regional Airport (MGM/KMGM) 
United-states, Monticello Municipal Airport (MXO/KMXO) 
United-states, Monticello Sullivan County International Airport (MSV/KMSV) 
United-states, Montrose Regional Airport (MTJ/KMTJ) 
United-states, Morganton Foothills Regional Airport (MRN/KMRN) 
United-states, Morgantown Municipal Airport (MGW/KMGW) 
United-states, Morris Municipal Airport (MOX/KMOX) 
United-states, Morristown Municipal Airport (MMU/KMMU) 
United-states, Morristown Regional Airport (MOR/KMOR) 
United-states, Morrisville Stowe State Airport (MVL/KMVL) 
United-states, Mosby Midwest National Air Center Airport (QTH/KGPH) 
United-states, Moses Lake Grant County International Airport (MWH/KMWH) 
United-states, Moultrie Municipal Airport (MGR/KMGR) 
United-states, Mount Holly South Jersey Regional Airport (LLY/KVAY) 
United-states, Mount Pleasant Municipal Airport (MOP/KMOP) 
United-states, Mount Pocono Municipal Airport (MPO/KMPO) 
United-states, Mount Vernon Airport (MVN/KMVN) 
United-states, Mountain Home Ozark Regional Airport (WMH/KBPK) 
United-states, Mountain View Moffett Federal Airfield (NUQ/KNUQ) 
United-states, Mountain Village Airport (MOU/PAMO) 
United-states, Muncie Delaware County Airport (MIE/KMIE) 
United-states, Murray Calloway County Airport (CEY/KCEY) 
United-states, Muscatine Municipal Airport (MUT/KMUT) 
United-states, Muscle Shoals Northwest Alabama Regional Airport (MSL/KMSL) 
United-states, Muskegon County Airport (MKG/KMKG) 
United-states, Muskogee Davis Field Airport (MKO/KMKO) 
United-states, Myrtle Beach International Airport (MYR/KMYR) 
United-states, Nacogdoches Airport (OCH/KOCH) 
United-states, Nantucket Memorial Airport (ACK/KACK) 
United-states, Napa County Airport (APC/KAPC) 
United-states, Napakiak Airport (WNA/PANA) 
United-states, Napaskiak Airport (PKA/PAPK) 
United-states, Naples Municipal Airport (APF/KAPF) 
United-states, Nashua Airport (ASH/KASH) 
United-states, Nashville John C. Tune Airport (QQN/KJWN) 
United-states, Nashville International Airport (BNA/KBNA) 
United-states, Natchez Adams County Airport (HEZ/KHEZ) 
United-states, New Bedford Regional Airport (EWB/KEWB) 
United-states, New Bern Coastal Carolina Regional Airport (EWN/KEWN) 
United-states, New Braunfels Regional Airport (QQZ/KBAZ) 
United-states, New Haven Tweed Airport (HVN/KHVN) 
United-states, New Iberia Acadiana Regional Airport (ARA/KARA) 
United-states, New London Groton Airport (GON/KGON) 
United-states, New Orleans Louis Armstrong International Airport (MSY/KMSY) 
United-states, New Orleans Lakefront Airport (NEW/KNEW) 
United-states, New Richmond Municipal Airport (RNH/KRNH) 
United-states, New Smyrna Beach Municipal Airport (QQB/KEVB) 
United-states, New Stuyahok Airport (KNW/PANW) 
United-states, New York LaGuardia Airport (LGA/KLGA) 
United-states, New York John F. Kennedy International Airport (JFK/KJFK) 
United-states, New York Stewart International Airport (SWF/KSWF) 
United-states, New York Downtown Manhattan Heliport (JRB/KJRB) 
United-states, New York Newark Liberty International Airport (EWR/KEWR) 
United-states, Newcastle Mondell Field Airport (ECS/KECS) 
United-states, Newport State Airport (NPT/KUUU) 
United-states, Newport State Airport (EFK/KEFK) 
United-states, Newport Municipal Airport (ONP/KONP) 
United-states, Newport News Williamsburg International Airport (PHF/KPHF) 
United-states, Newtok Airport (WWT/PAEW) 
United-states, Newton City County Airport (EWK/KEWK) 
United-states, Newton Municipal Airport (TNU/KTNU) 
United-states, Niagara Falls International Airport (IAG/KIAG) 
United-states, Nightmute Airport (NME/PAGT) 
United-states, Noatak Airport (WTK/PAWN) 
United-states, Nogales International Airport (OLS/KOLS) 
United-states, Nome Airport (OME/PAOM) 
United-states, Noorvik Robert Curtis Memorial Airport (ORV/PFNO) 
United-states, Norfolk Regional Airport (OFK/KOFK) 
United-states, Norfolk International Airport (ORF/KORF) 
United-states, Norman University of Oklahoma Westheimer Airport (OUN/KOUN) 
United-states, North Bend Southwest Oregon Regional Airport (OTH/KOTH) 
United-states, North Kingstown Quonset State Airport (NCO/KOQU) 
United-states, North Myrtle Beach Grand Strand Airport (CRE/KCRE) 
United-states, North Platte Regional Airport (LBF/KLBF) 
United-states, North Wilkesboro Wilkes County Airport (IKB/KUKF) 
United-states, Norwood Memorial Airport (OWD/KOWD) 
United-states, Novato Marin County Airport (NOT/KDVO) 
United-states, Nuiqsut Airport (NUI/PAQT) 
United-states, Nulato Airport (NUL/PANU) 
United-states, O'Neill Municipal Airport (ONL/KONL) 
United-states, Oakland International Airport (OAK/KOAK) 
United-states, Ocala International Airport (OCF/KOCF) 
United-states, Ocean City Municipal Airport (OCE/KOXB) 
United-states, Oceanside Municipal Airport (OCN/KOKB) 
United-states, Ogden Hinckley Airport (OGD/KOGD) 
United-states, Ogdensburg International Airport (OGS/KOGS) 
United-states, Okeechobee County Airport (OBE/KOBE) 
United-states, Oklahoma City Wiley Post Airport (PWA/KPWA) 
United-states, Oklahoma City Will Rogers World Airport (OKC/KOKC) 
United-states, Olive Branch Airport (OLV/KOLV) 
United-states, Olympia Regional Airport (OLM/KOLM) 
United-states, Omaha Millard Airport (MIQ/KMLE) 
United-states, Omaha Eppley Airfield (OMA/KOMA) 
United-states, Omak Municipal Airport (OMK/KOMK) 
United-states, Ontario Municipal Airport (ONO/KONO) 
United-states, Ontario International Airport (ONT/KONT) 
United-states, Orangeburg Municipal Airport (OGB/KOGB) 
United-states, Orlando International Airport (MCO/KMCO) 
United-states, Orlando Sanford International Airport (SFB/KSFB) 
United-states, Orlando Executive Airport (ORL/KORL) 
United-states, Oscoda Wurtsmith Airport (OSC/KOSC) 
United-states, Oshkosh Wittman Regional Airport (OSH/KOSH) 
United-states, Ottumwa Regional Airport (OTM/KOTM) 
United-states, Owatonna Airport (OWA/KOWA) 
United-states, Owensboro Daviess County Regional Airport (OWB/KOWB) 
United-states, Oxford University Airport (UOX/KUOX) 
United-states, Oxford Waterbury Airport (OXC/KOXC) 
United-states, Oxnard Airport (OXR/KOXR) 
United-states, Paducah Barkley Regional Airport (PAH/KPAH) 
United-states, Page Municipal Airport (PGA/KPGA) 
United-states, Pagosa Springs Stevens Field Airport (PGO/KPSO) 
United-states, Pahokee Palm Beach County Glades Airport (PHK/KPHK) 
United-states, Palestine Municipal Airport (PSN/KPSN) 
United-states, Palm Springs Bermuda Dunes Airport (UDD/KUDD) 
United-states, Palm Springs International Airport (PSP/KPSP) 
United-states, Palmdale Regional Airport (PMD/KPMD) 
United-states, Palmer Municipal Airport (PAQ/PAAQ) 
United-states, Palo Alto Airport (PAO/KPAO) 
United-states, Pampa Perry Lefors Field Airport (PPA/KPPA) 
United-states, Panama City International Airport (ECP/KECP) 
United-states, Paragould Kirk Field Airport (PGR/KPGR) 
United-states, Paris Cox Field (PRX/KPRX) 
United-states, Paris Henry County Airport (PHT/KPHT) 
United-states, Park Rapids Airport (PKD/KPKD) 
United-states, Parkersburg Mid-Ohio Valley Regional Airport (PKB/KPKB) 
United-states, Pasco Tri-Cities Airport (PSC/KPSC) 
United-states, Paso Robles Municipal Airport (PRB/KPRB) 
United-states, Patterson Harry P. Williams Memorial Airport (PTN/KPTN) 
United-states, Pawtucket North Central State (SFZ/KSFZ) 
United-states, Payson Airport (PJB/KPAN) 
United-states, Pecos Municipal Airport (PEQ/KPEQ) 
United-states, Pell City St. Clair County Airport (PLR/KPLR) 
United-states, Pellston Regional Airport (PLN/KPLN) 
United-states, Pendleton Eastern Oregon Regional Airport (PDT/KPDT) 
United-states, Pensacola International Airport (PNS/KPNS) 
United-states, Peoria International Airport (PIA/KPIA) 
United-states, Perry Houston County Airport (QTP/KPXE) 
United-states, Peru Illinois Valley Regional Airport (VYS/KVYS) 
United-states, Petersburg James A. Johnson Airport (PSG/PAPG) 
United-states, Petersburg Dinwiddie County Airport (PTB/KPTB) 
United-states, Philadelphia Northeast Airport (PNE/KPNE) 
United-states, Philadelphia International Airport (PHL/KPHL) 
United-states, Philadelphia Wings Field Airport (BBX/KLOM) 
United-states, Philadelphia Trenton Mercer Airport (TTN/KTTN) 
United-states, Phoenix Sky Harbor International Airport (PHX/KPHX) 
United-states, Phoenix Deer Valley Airport (DVT/KDVT) 
United-states, Phoenix Mesa Gateway Airport (AZA/KIWA) 
United-states, Phoenix Goodyear Airport (GYR/KGYR) 
United-states, Pickens County Airport (LQK/KLQK) 
United-states, Pierre Regional Airport (PIR/KPIR) 
United-states, Pikeville Pike County Airport (PVL/KPBX) 
United-states, Pilot Point Airport (PIP/PAPN) 
United-states, Pine Ridge Airport (XPR/KIEN) 
United-states, Pinedale Ralph Wenz Field Airport (PWY/KPNA) 
United-states, Pittsburg Atkinson Municipal Airport (PTS/KPTS) 
United-states, Pittsburgh International Airport (PIT/KPIT) 
United-states, Pittsburgh Allegheny County Airport (AGC/KAGC) 
United-states, Pittsfield Airport (PSF/KPSF) 
United-states, Plainview Hale County Airport (PVW/KPVW) 
United-states, Platinum Airport (PTU/PAPM) 
United-states, Plattsburgh International Airport (PBG/KPBG) 
United-states, Plentywood Sher-wood Airport (PWD/KPWD) 
United-states, Plymouth Municipal Airport (PYM/KPYM) 
United-states, Pocatello Regional Airport (PIH/KPIH) 
United-states, Point Hope Airport (PHO/PAPO) 
United-states, Point Lay LRRS Airport (PIZ/PPIZ) 
United-states, Pompano Beach Airport (PPM/KPMP) 
United-states, Ponca City Regional Airport (PNC/KPNC) 
United-states, Pontiac Oakland County International Airport (PTK/KPTK) 
United-states, Poplar Bluff Municipal Airport (POF/KPOF) 
United-states, Port Angeles Fairchild International Airport (CLM/KCLM) 
United-states, Port Heiden Airport (PTH/PAPH) 
United-states, Port Huron St. Clair County International Airport (PHN/KPHN) 
United-states, Porterville Municipal Airport (PTV/KPTV) 
United-states, Portland International Jetport (PWM/KPWM) 
United-states, Portland Hillsboro Airport (HIO/KHIO) 
United-states, Portland International Airport (PDX/KPDX) 
United-states, Portland Troutdale Airport (TTD/KTTD) 
United-states, Portsmouth Regional Airport (PMH/KPMH) 
United-states, Portsmouth International Airport (PSM/KPSM) 
United-states, Pottstown Heritage Field Airport (PTW/KPTW) 
United-states, Poughkeepsie Hudson Valley Regional Airport (POU/KPOU) 
United-states, Pratt Regional Airport (PTT/KPTT) 
United-states, Prescott Municipal Airport (PRC/KPRC) 
United-states, Presque Isle Northern Maine Airport (PQI/KPQI) 
United-states, Price Carbon County Regional Airport (PUC/KPUC) 
United-states, Providence Rhode Island T. F. Green International Airport (PVD/KPVD) 
United-states, Provincetown Municipal Airport (PVC/KPVC) 
United-states, Provo Municipal Airport (PVU/KPVU) 
United-states, Pueblo Memorial Airport (PUB/KPUB) 
United-states, Pullman Moscow Regional Airport (PUW/KPUW) 
United-states, Punta Gorda Airport (PGD/KPGD) 
United-states, Quincy Municipal Airport (UIN/KUIN) 
United-states, Quinhagak Airport (KWN/PAQH) 
United-states, Racine Batten International Airport (RAC/KRAC) 
United-states, Raleigh-Durham International Airport (RDU/KRDU) 
United-states, Rancho Murieta Airport (QTR/KRIU) 
United-states, Rapid City Regional Airport (RAP/KRAP) 
United-states," Raton Municipal Airport
 (RTN/KRTN) "
United-states, Rawlins Municipal Airport (RWL/KRWL) 
United-states, Reading Regional Airport (RDG/KRDG) 
United-states, Red Bluff Municipal Airport (RBL/KRBL) 
United-states, Red Dog Airport (RDB/PADG) 
United-states, Redding Municipal Airport (RDD/KRDD) 
United-states, Redmond Municipal Airport (RDM/KRDM) 
United-states, Reno Tahoe International Airport (RNO/KRNO) 
United-states, Renton Municipal Airport (RNT/KRNT) 
United-states, Rexburg Madison County Airport (RXE/KRXE) 
United-states, Rhinelander Oneida County Airport (RHI/KRHI) 
United-states, Rice Lake Regional Airport (RIE/KRPD) 
United-states, Richland Airport (RLD/KRLD) 
United-states, Richmond Municipal Airport (RID/KRID) 
United-states, Richmond Airport (RIC/KRIC) 
United-states, Rifle Garfield County Airport (RIL/KRIL) 
United-states, Riverside Municipal Airport (RAL/KRAL) 
United-states, Riverside Flabob Airport (RIR/KRIR) 
United-states, Riverside March Air Reserve Base (RIV/KRIV) 
United-states, Riverton Regional Airport (RIW/KRIW) 
United-states, Roanoke Regional Airport (ROA/KROA) 
United-states, Rochester Fulton County Airport (RCR/KRCR) 
United-states, Rochester International Airport (RST/KRST) 
United-states, Rochester International Airport (ROC/KROC) 
United-states, Rock Hill York County Airport (RKH/KUZA) 
United-states, Rock Springs Sweetwater County Airport (RKS/KRKS) 
United-states, Rockland Knox County Regional Airport (RKD/KRKD) 
United-states, Rockport Aransas County Airport (RKP/KRKP) 
United-states, Rocky Mount Wilson Airport (RWI/KRWI) 
United-states, Rogers Municipal Airport (ROG/KROG) 
United-states, Rolla National Airport (VIH/KVIH) 
United-states, Rome Griffiss International Airport (RME/KRME) 
United-states, Rome Richard B. Russell Airport (RMG/KRMG) 
United-states, Romeoville Lewis University Airport (LOT/KLOT) 
United-states, Roseau Municipal Airport (ROX/KROX) 
United-states, Roseburg Regional Airport (RBG/KRBG) 
United-states, Roswell International Air Center Airport (ROW/KROW) 
United-states, Ruby Airport (RBY/PARY) 
United-states, Ruidoso Sierra Blanca Regional Airport (RUI/KSRR) 
United-states, Russian Mission Airport (RSH/PARS) 
United-states, Ruston Airport (RSN/KRSN) 
United-states, Rutland Southern Vermont Regional Airport (RUT/KRUT) 
United-states, Sacramento Executive Airport (SAC/KSAC) 
United-states, Sacramento International Airport (SMF/KSMF) 
United-states, Sacramento Mather Airport (MHR/KMHR) 
