Country,Airport
China, Chengdu Shuangliu International Airport (CTU/ZUUU) 
China, Chenzhou Beihu Airport (HCZ/ZGCZ) 
China, Chifeng Yulong Airport (CIF/ZBCF) 
China, Chizhou Jiuhuashan Airport (JUH/ZSJH) 
China, Chongqing Jiangbei International Airport (CKG/ZUCK) 
China, Dali Airport (DLU/ZPDL) 
China, Dalian Zhoushuizi International Airport (DLC/ZYTL) 
China, Dandong Langtou Airport (DDG/ZYDD) 
China, Daocheng Yading Airport (DCY/ZUDC) 
China, Daqing Sartu Airport (DQA/ZYDQ) 
China, Datong Yungang Airport (DAT/ZBDT) 
China, Dayong Zhangjiajie Hehua Airport (DYG/ZGDY) 
China, Dazhou Jinya Airport (DZH/ZUDA) 
China, Delingha Airport (HXD/ZLDL) 
China, Dongying Shengli Airport (DOY/ZSDY) 
China, Dunhuang Airport (DNH/ZLDH) 
China, Enshi Xujiaping Airport (ENH/ZHES) 
China, Erenhot Saiwusu International Airport (ERL/ZBER) 
China, Ezhou Huahu Airport (EHU/ZHEC) 
China, Foshan Shadi Airport (FUO/ZGFS) 
China, Fuyang Xiguan Airport (FUG/ZSFY) 
China, Fuyuan Dongji Airport (FYJ/ZYFY) 
China, Fuyun Koktokay Airport (FYN/ZWFY) 
China, Fuzhou Changle International Airport (FOC/ZSFZ) 
China, Ganzhou Huangjin Airport (KOW/ZSGZ) 
China, Garze Gesar Airport (GZG/ZUGZ) 
China, Golmud Airport (GOQ/ZLGM) 
China, Golog Maqin Airport (GMQ/ZLGL) 
China, Guanghan Airport (GHN/ZUGH) 
China, Guangyuan Panlong Airport (GYS/ZUGU) 
China, Guangzhou Baiyun International Airport (CAN/ZGGG) 
China, Guilin Liangjiang International Airport (KWL/ZGKL) 
China, Guiyang Longdongbao International Airport (KWE/ZUGY) 
China, Guyuan Liupanshan Airport (GYU/ZLGY) 
China, Haikou Meilan International Airport (HAK/ZJHK) 
China, Hailar Hulunbuir Airport (HLD/ZBLA) 
China, Hami Airport (HMI/ZWHM) 
China, Handan Airport (HDG/ZBHD) 
China, Hangzhou Xiaoshan International Airport (HGH/ZSHC) 
China, Hanzhong Chenggu Airport (HZG/ZLHZ) 
China, Harbin Taiping International Airport (HRB/ZYHB) 
China, Hechi Jinchengjiang Airport (HCJ/ZGHC) 
China, Hefei Xinqiao International Airport (HFE/ZSOF) 
China, Heihe Airport (HEK/ZYHE) 
China, Hengyang Nanyue Airport (HNY/ZGHY) 
China, Heze Mudan Airport (HZA/ZSHZ) 
China, Hohhot Baita International Airport (HET/ZBHH) 
China, Holingol Huolinhe Airport (HUO/ZBHZ) 
China, Hongyuan Airport (AHJ/ZUHY) 
China, Hotan Airport (HTN/ZWTN) 
China, Huai'an Lianshui Airport (HIA/ZSSH) 
China, Huaihua Zhijiang Airport (HJJ/ZGCJ) 
China, Huangshan Tunxi International Airport (TXN/ZSTX) 
China, Huangyan Luqiao Airport (HYN/ZSLQ) 
China, Huatugou Airport (HTT/ZLHX) 
China, Huizhou Pingtan Airport (HUZ/ZGHZ) 
China, Ji'an Airport (JGS/ZSJA) 
China, Jiagedaqi Airport (JGD/ZYJD) 
China, Jiamusi Dongjiao Airport (JMU/ZYJM) 
China, Jiansanjiang Airport (JSJ/ZYJS) 
China, Jiayuguan Airport (JGN/ZLJQ) 
China, Jieyang Chaoshan International Airport (SWA/ZGOW) 
China, Jinan Yaoqiang International Airport (TNA/ZSJN) 
China, Jinchang Jinchuan Airport (JIC/ZLJC) 
China, Jingdezhen Luojia Airport (JDZ/ZSJD) 
China, Jinghong Xishuangbanna Gasa Airport (JHG/ZPJH) 
China, Jingzhou Shashi Airport (SHS/ZHJZ) 
China, Jining Qufu Airport (JNG/ZSJG) 
China, Jinzhou Bay Airport (JNZ/ZYJZ) 
China, Jiujiang Lushan Airport (JIU/ZSJJ) 
China, Jixi Airport (JXA/ZYJX) 
China, Kaili Huangping Airport (KJH/ZUKJ) 
China, Kangding Airport (KGT/ZUKD) 
China, Karamay Airport (KRY/ZWKM) 
China, Kashgar Airport (KHG/ZWSH) 
China, Korla Airport (KRL/ZWKL) 
China, Kunming Changshui International Airport (KMG/ZPPP) 
China, Kuqa Qiuci Airport (KCA/ZWKC) 
China, Lancang Jingmai Airport (JMJ/ZPJM) 
China, Langzhong Gucheng Airport (LZG/ZULA) 
China, Lanzhou Zhongchuan International Airport (LHW/ZLLL) 
China, Lhasa Gonggar Airport (LXA/ZULS) 
China, Lianyungang Huaguoshan International Airport (LYG/ZSLG) 
China, Libo Airport (LLB/ZULB) 
China, Lijiang Sanyi Airport (LJG/ZPLJ) 
China, Lincang Airport (LNJ/ZPLC) 
China, Linfen Qiaoli Airport (LFQ/ZBLF) 
China, Linyi Shubuling Airport (LYI/ZSLY) 
China, Liping Airport (HZH/ZUNP) 
China, Liupanshui Yuezhao Airport (LPF/ZUPS) 
China, Liuzhou Bailian Airport (LZH/ZGZH) 
China, Longnan Cheng Xian Airport (LNL/ZLLN) 
China, Longyan Guanzhishan Airport (LCX/ZSLD) 
China, Luoyang Beijiao Airport (LYA/ZHLY) 
China, Luzhou Yunlong Airport (LZO/ZULZ) 
China, Lyuliang Airport (LLV/ZBLL) 
China, Mangshi Airport (LUM/ZPLX) 
China, Manzhouli Xijiao Airport (NZH/ZBMZ) 
China, Meixian Airport (MXZ/ZGMX) 
China, Mianyang Nanjiao Airport (MIG/ZUMY) 
China, Mohe Gulian Airport (OHE/ZYMH) 
China, Mudanjiang Hailang Airport (MDG/ZYMD) 
China, Nanchang Changbei International Airport (KHN/ZSCN) 
China, Nanchong Gaoping Airport (NAO/ZUNC) 
China, Nanjing Lukou International Airport (NKG/ZSNJ) 
China, Nanning Wuxu International Airport (NNG/ZGNN) 
China, Nantong Xingdong Airport (NTG/ZSNT) 
China, Nanyang Jiangying Airport (NNY/ZHNY) 
China, Ningbo Lishe International Airport (NGB/ZSNB) 
China, Ninglang Luguhu Airport (NLH/ZPNL) 
China, Nyingchi Mainling Airport (LZY/ZUNZ) 
China, Ordos Ejin Horo Airport (DSN/ZBDS) 
China, Panzhihua Bao'angong Airport (PZI/ZUZH) 
China, Pu'er Simao Airport (SYM/ZPSM) 
China, Qamdo Bamda Airport (BPX/ZUBD) 
China, Qianjiang Wulingshan Airport (JIQ/ZUQJ) 
China, Qiemo Airport (IQM/ZWCM) 
China, Qingdao Jiaodong International Airport (TAO/ZSQD) 
China, Qingyang Airport (IQN/ZLQY) 
China, Qinhuangdao Beidaihe Airport (BPE/ZBDH) 
China, Qinhuangdao Shanhaiguan Airport (SHP/ZBSH) 
China, Qionghai Bo'ao Airport (BAR/ZJQH) 
China, Qiqihar Sanjiazi Airport (NDG/ZYQQ) 
China, Quanzhou Jinjiang Airport (JJN/ZSQZ) 
China, Quzhou Airport (JUZ/ZSJU) 
China, Rizhao Shanzihe Airport (RIZ/ZSRZ) 
China, Ruoqiang Loulan Airport (RQA/ZWRQ) 
China, Sanming Shaxian Airport (SQJ/ZSSM) 
China, Sanya Phoenix International Airport (SYX/ZJSY) 
China, Shache Yeerqiang Airport (QSZ/ZWSC) 
China, Shanghai Hongqiao International Airport (SHA/ZSSS) 
China, Shanghai Pudong International Airport (PVG/ZSPD) 
China, Shangrao Sanqingshan Airport (SQD/ZSSR) 
China, Shangri-La Diqing Airport (DIG/ZPDQ) 
China, Shaoguan Danxia Airport (HSC/ZGSG) 
China, Shaoyang Wugang Airport (WGN/ZGSY) 
China, Shennongjia Hongping Airport (HPG/ZHSN) 
China, Shenyang Taoxian International Airport (SHE/ZYTX) 
China, Shenzhen Bao'an International Airport (SZX/ZGSZ) 
China, Shigatse Peace Airport (RKZ/ZURK) 
China, Shihezi Huayuan Airport (SHF/ZWHZ) 
China, Shijiazhuang Zhengding International Airport (SJW/ZBSJ) 
China, Shiquanhe Ngari Gunsa Airport (NGQ/ZUAL) 
China, Shiyan Wudangshan Airport (WDS/ZHSY) 
China, Songpan Jiuzhai Huanglong Airport (JZH/ZUJZ) 
China, Songyuan Chaganhu Airport (YSQ/ZYSQ) 
China, Tacheng Airport (TCG/ZWTC) 
China, Taiyuan Wusu International Airport (TYN/ZBYN) 
China, Tangshan Sannuhe Airport (TVS/ZBTS) 
China, Tashkurgan Khunjerab Airport (HQL/ZWTK) 
China, Tengchong Tuofeng Airport (TCZ/ZPTC) 
China, Tianjin Binhai International Airport (TSN/ZBTJ) 
China, Tianshui Maijishan Airport (THQ/ZLTS) 
China, Tonghua Sanyuanpu Airport (TNH/ZYTN) 
China, Tongliao Airport (TGO/ZBTL) 
China, Tongren Fenghuang Airport (TEN/ZUTR) 
China, Tumxuk Tangwangcheng Airport (TWC/ZWTS) 
China, Turpan Jiaohe Airport (TLQ/ZWTP) 
China, Ulanhot Airport (HLH/ZBUL) 
China, Ulanqab Jining Airport (UCB/ZBUC) 
China, Urumqi Diwopu International Airport (URC/ZWWW) 
China, Wanzhou Wuqiao Airport (WXN/ZUWX) 
China, Weifang Airport (WEF/ZSWF) 
China, Weihai Dashuibo Airport (WEH/ZSWH) 
China, Wenshan Puzhehei Airport (WNH/ZPWS) 
China, Wenzhou Longwan International Airport (WNZ/ZSWZ) 
China, Wudalianchi Dedu Airport (DTU/ZYDU) 
China, Wuhai Airport (WUA/ZBUH) 
China, Wuhan Tianhe International Airport (WUH/ZHHH) 
China, Wuhu Xuanzhou Airport (WHA/ZSWA) 
China, Wulong Chongqing Xiannvshan Airport (CQW/ZUWL) 
China, Wushan Chongqing Airport (WSK/ZUWS) 
China, Wuxi Sunan Shuofang International Airport (WUX/ZSWX) 
China, Wuyishan Airport (WUS/ZSWY) 
China, Wuzhou Changzhoudao Airport (WUZ/ZGWZ) 
China, Xi'an Xianyang International Airport (XIY/ZLXY) 
China, Xiahe Gannan Airport (GXH/ZLXH) 
China, Xiamen Gaoqi International Airport (XMN/ZSAM) 
China, Xiangxi Biancheng Airport (DXJ/ZGXX) 
China, Xiangyang Liuji Airport (XFN/ZHXF) 
China, Xichang Qingshan Airport (XIC/ZUXC) 
China, Xilinhot Airport (XIL/ZBXH) 
China, Xingyi Wanfenglin Airport (ACX/ZUYI) 
China, Xining Caojiabao Airport (XNN/ZLXN) 
China, Xinyang Minggang Airport (XAI/ZHXY) 
China, Xinyuan Nalati Airport (NLT/ZWNL) 
China, Xinzhou Wutaishan Airport (WUT/ZBXZ) 
China, Xuzhou Guanyin Airport (XUZ/ZSXZ) 
China, Yan'an Nanniwan Airport (ENY/ZLYA) 
China, Yancheng Nanyang Airport (YNZ/ZSYN) 
China, Yangzhou Taizhou Airport (YTY/ZSYA) 
China, Yanji Chaoyangchuan Airport (YNJ/ZYYJ) 
China, Yantai Penglai International Airport (YNT/ZSYT) 
China, Yibin Caiba Airport (YBP/ZUYB) 
China, Yichang Sanxia Airport (YIH/ZHYC) 
China, Yichun Lindu Airport (LDS/ZYLD) 
China, Yichun Mingyueshan Airport (YIC/ZSYC) 
China, Yinchuan Hedong International Airport (INC/ZLIC) 
China, Yingkou Lanqi Airport (YKH/ZYYK) 
China, Yining Airport (YIN/ZWYN) 
China, Yiwu Airport (YIW/ZSYW) 
China, Yongzhou Lingling Airport (LLF/ZGLG) 
China, Yueyang Sanhe Airport (YYA/ZGYY) 
China, Yulin Fumian Airport (YLX/ZGYL) 
China, Yulin Yuyang Airport (UYN/ZLYL) 
China, Yuncheng Guangong Airport (YCU/ZBYC) 
China, Yushu Batang Airport (YUS/ZLYS) 
China, Yutian Wanfang Airport (YTW/ZWYT) 
China, Zhalantun Chengjisihan Airport (NZL/ZBZL) 
China, Zhangjiakou Ningyuan Airport (ZQZ/ZBZJ) 
China, Zhangye Ganzhou Airport (YZY/ZLZY) 
China, Zhanjiang Wuchuan Airport (ZHA/ZGZJ) 
China, Zhaosu Tianma Airport (ZFL/ZWZS) 
China, Zhaotong Airport (ZAT/ZPZT) 
China, Zhengzhou Xinzheng International Airport (CGO/ZHCC) 
China, Zhongwei Airport (ZHY/ZLZW) 
China, Zhoushan Putuoshan Airport (HSN/ZSZS) 
China, Zhuhai Jinwan Airport (ZUH/ZGSD) 
China, Zunyi Maotai Airport (WMT/ZUMT) 
China, Zunyi Xinzhou Airport (ZYI/ZUZY) 
Cocos-keeling-islands, Cocos Islands Airport (CCK/YPCC) 
Colombia, Aguachica Hacaritama Airport (HAY/SKAG) 
Colombia, Apartado Airport (APO/SKLC) 
Colombia, Arauca Santiago Perez Quiroz Airport (AUC/SKUC) 
Colombia, Armenia El Eden International Airport (AXM/SKAR) 
Colombia, Bahia Solano Jose Celestino Mutis Airport (BSC/SKBS) 
Colombia, Barrancabermeja Yariguies Airport (EJA/SKEJ) 
Colombia, Barranquilla Ernesto Cortissoz International Airport (BAQ/SKBQ) 
Colombia, Bogota El Dorado International Airport (BOG/SKBO) 
Colombia, Bucaramanga Palonegro International Airport (BGA/SKBG) 
Colombia, Buenaventura Gerardo Tobar Lopez Airport (BUN/SKBU) 
Colombia, Cali Alfonso Bonilla Aragon International Airport (CLO/SKCL) 
Colombia, Cartagena Rafael Nunez International Airport (CTG/SKCG) 
Colombia, Caucasia Juan H. White Airport (CAQ/SKCU) 
Colombia, Corozal Las Brujas Airport (CZU/SKCZ) 
Colombia, Cucuta Camilo Daza International Airport (CUC/SKCC) 
Colombia, El Bagre Airport (EBG/SKEB) 
Colombia, Florencia Gustavo Artunduaga Paredes Airport (FLA/SKFL) 
Colombia, Guapi Airport (GPI/SKGP) 
Colombia, Ibague Perales Airport (IBE/SKIB) 
Colombia, Ipiales San Luis Airport (IPI/SKIP) 
Colombia, Lamacarena Airport (LMC/SKNA) 
Colombia, Leticia International Airport (LET/SKLT) 
Colombia, Magangue Baracoa Regional Airport (MGN/SKMG) 
Colombia, Manizales La Nubia Airport (MZL/SKMZ) 
Colombia, Medellin Enrique Olaya Herrera Airport (EOH/SKMD) 
Colombia, Medellin Jose Maria Cordova International Airport (MDE/SKRG) 
Colombia, Mitu Fabio Alberto Leon Bentley Airport (MVP/SKMU) 
Colombia, Mompos San Bernardo Airport (MMP/SKIO) 
Colombia, Monteria Los Garzones Airport (MTR/SKMR) 
Colombia, Neiva Benito Salas Airport (NVA/SKNV) 
Colombia, Nuqui Airport (NQU/SKNQ) 
Colombia, Paipa Juan Jose Rondon Airport (RON/SKPA) 
Colombia, Pasto Antonio Narino Airport (PSO/SKPS) 
Colombia, Pereira Matecana International Airport (PEI/SKPE) 
Colombia, Pitalito Airport (PTX/SKPI) 
Colombia, Popayan Guillermo Leon Valencia Airport (PPN/SKPP) 
Colombia, Providencia El Embrujo Airport (PVA/SKPV) 
Colombia, Puerto Asis Tres de Mayo Airport (PUU/SKAS) 
Colombia, Puerto Carreno German Olano Airport (PCR/SKPC) 
Colombia, Puerto Gaitan Morelia Airport (MSK/SKMO) 
Colombia, Puerto Inirida Airport (PDA/SKPD) 
Colombia, Puerto Leguizamo Caucaya Airport (LQM/SKLG) 
Colombia, Quibdo El Carano (UIB/SKUI) 
Colombia, Riohacha Almirante Padilla Airport (RCH/SKRH) 
Colombia, San Andres International Airport (ADZ/SKSP) 
Colombia, San Jose del Guaviare Airport (SJE/SKSJ) 
Colombia, San Vicente del Caguan Eduardo Falla Solano Airport (SVI/SKSV) 
Colombia, Santa Marta Simon Bolivar International Airport (SMR/SKSM) 
Colombia, Saravena Los Colonizadores Airport (RVE/SKSA) 
Colombia, Tame Gabriel Vargas Santos Airport (TME/SKTM) 
Colombia, Tarapaca Airport (TCD/SKRA) 
Colombia, Tolu Golfo de Morrosquillo Airport (TLU/SKTL) 
Colombia, Tumaco La Florida Airport (TCO/SKCO) 
Colombia, Valledupar Alfonso Lopez Pumarejo Airport (VUP/SKVP) 
Colombia, Villa Garzon Airport (VGZ/SKVG) 
Colombia, Villavicencio Vanguardia Airport (VVC/SKVV) 
Colombia, Yopal El Alcaravan Airport (EYP/SKYP) 
Comoros, Anjouan Ouani Airport (AJN/FMCV) 
Comoros, Moroni Prince Said Ibrahim International Airport (HAH/FMCH) 
Congo, Brazzaville Maya Maya Airport (BZV/FCBB) 
Congo, Pointe Noire Airport (PNR/FCPP) 
Cook-islands, Aitutaki Airport (AIT/NCAI) 
Cook-islands, Avarua Rarotonga International Airport (RAR/NCRG) 
Costa-rica, Drake Bay Airport (DRK/MRDK) 
Costa-rica, Golfito Airport (GLF/MRGF) 
Costa-rica, La Fortuna Arenal Airport (FON/MRAN) 
Costa-rica, Liberia Guanacaste International Airport (LIR/MRLB) 
Costa-rica, Limon International Airport (LIO/MRLM) 
Costa-rica, Puerto Jimenez Airport (PJM/MRPJ) 
Costa-rica, Quepos La Managua Airport (XQP/MRQP) 
Costa-rica, San Jose Tobias Bolanos International Airport (SYQ/MRPV) 
Costa-rica, San Jose Juan Santamaria International Airport (SJO/MROC) 
Costa-rica, Tambor Airport (TMU/MRTR) 
Costa-rica, Tortuguero Airport (TTQ/MRBT) 
Costa-rica, Tamarindo Airport (TNO/MRTM) 
Croatia, Brac Bol Airport (BWK/LDSB) 
Croatia, Dubrovnik Rudjer Boskovic Airport (DBV/LDDU) 
Croatia, Losinj Airport (LSZ/LDLO) 
Croatia, Osijek Airport (OSI/LDOS) 
Croatia, Pula Airport (PUY/LDPL) 
Croatia, Rijeka Airport (RJK/LDRI) 
Croatia, Split Airport (SPU/LDSP) 
Croatia, Zadar Airport (ZAD/LDZD) 
Croatia, Zagreb Franjo Tudman Airport (ZAG/LDZA) 
Cuba, Camaguey Ignacio Agramonte International Airport (CMW/MUCM) 
Cuba, Cayo Coco Jardines del Rey Airport (CCC/MUCC) 
Cuba, Cayo Largo del Sur Vilo Acuna Airport (CYO/MUCL) 
Cuba, Cienfuegos Jaime Gonzalez Airport (CFG/MUCF) 
Cuba, Guantanamo Bay Airport (NBW/MUGM) 
Cuba, Guantanamo Mariana Grajales Airport (GAO/MUGT) 
Cuba, Havana Jose Marti International Airport (HAV/MUHA) 
Cuba, Holguin Frank Pais Airport (HOG/MUHG) 
Cuba, Manzanillo Sierra Maestra Airport (MZO/MUMZ) 
Cuba, Nueva Gerona Rafael Cabrera Airport (GER/MUNG) 
Cuba, Santa Clara Abel Santamaria Airport (SNU/MUSC) 
Cuba, Santiago de Cuba Antonio Maceo Airport (SCU/MUCU) 
Cuba, Varadero Juan Gualberto Gomez Airport (VRA/MUVR) 
Curacao, Willemstad Curacao Hato International Airport (CUR/TNCC) 
Cyprus, RAF Akrotiri (AKT/LCRA) 
Cyprus, Larnaca International Airport (LCA/LCLK) 
Cyprus, Paphos International Airport (PFO/LCPH) 
Czechia, Brno Turany Airport (BRQ/LKTB) 
Czechia, Ceske Budejovice Airport (JCL/LKCS) 
Czechia, Cheb Airport (QZC/LKCB) 
Czechia, Hradec Kralove Airport (QZH/LKHK) 
Czechia, Karlovy Vary Airport (KLV/LKKV) 
Czechia, Kunovice Airport (UHE/LKKU) 
Czechia, Mnichovo Hradiste Airport (HRA/LKMH) 
Czechia, Ostrava Leos Janacek Airport (OSR/LKMT) 
Czechia, Pardubice Airport (PED/LKPD) 
Czechia, Plzen Line Airport (QZN/LKLN) 
Czechia, Prague Letnany Airport (QZL/LKLT) 
Czechia, Prague Kbely Airport (QZK/LKKB) 
Czechia, Prague Vaclav Havel Airport (PRG/LKPR) 
Czechia, Prerov Airport (PRV/LKPO) 
Czechia, Pribram Airport (QZP/LKPM) 
Czechia, Vodochody Airport (VOD/LKVO) 
Czechia, Zabreh Airport (ZBE/LKZA) 
Democratic-republic-of-the-congo, Beni Airport (BNC/FZNP) 
Democratic-republic-of-the-congo, Kuvumu Airport (BKY/FZMA) 
Democratic-republic-of-the-congo, Bunia Airport (BUX/FZKA) 
Democratic-republic-of-the-congo, Goma International Airport (GOM/FZNA) 
Democratic-republic-of-the-congo, Isiro Matari Airport (IRP/FZJH) 
Democratic-republic-of-the-congo, Kalemie Airport (FMI/FZRF) 
Democratic-republic-of-the-congo, Kamina Airport (KMN/FZSB) 
Democratic-republic-of-the-congo, Kananga Airport (KGA/FZUA) 
Democratic-republic-of-the-congo, Kasongo Lunda Airport (KGN/FZOK) 
Democratic-republic-of-the-congo, Kindu Airport (KND/FZOA) 
Democratic-republic-of-the-congo, Kinshasa N'Djili Airport (FIH/FZAA) 
Democratic-republic-of-the-congo, Kiri Basango Mboliasa Airport (KRZ/FZBT) 
Democratic-republic-of-the-congo, Kisangani Bangoka International Airport (FKI/FZIA) 
Democratic-republic-of-the-congo, Kolwezi Airport (KWZ/FZQM) 
Democratic-republic-of-the-congo, Lubumbashi International Airport (FBM/FZQA) 
Democratic-republic-of-the-congo, Mbuji Mayi Airport (MJM/FZWA) 
Denmark, Aalborg Airport (AAL/EKYT) 
Denmark, Aarhus Sea Airport (QEA/EKAC) 
Denmark, Aarhus Airport (AAR/EKAH) 
Denmark, Billund Airport (BLL/EKBI) 
Denmark, Copenhagen Sea Airport (QEC/EKCC) 
Denmark, Copenhagen Airport (CPH/EKCH) 
Denmark, Esbjerg Airport (EBJ/EKEB) 
Denmark, Karup Midtjyllands Airport (KRP/EKKA) 
Denmark, Kolding Vamdrup Airport (QEK/EKVD) 
Denmark, Laeso Airport (BYR/EKLS) 
Denmark, Lolland Falster Airport (MRW/EKMB) 
Denmark, Odense Hans Christian Andersen Airport (ODE/EKOD) 
Denmark, Bornholm Airport (RNN/EKRN) 
Denmark, Roskilde Airport (RKE/EKRK) 
Denmark, Sindal Airport (CNL/EKSN) 
Denmark, Skive Airport (SQW/EKSV) 
Denmark, Sonderborg Airport (SGD/EKSB) 
Denmark, Stauning Airport (STA/EKVJ) 
Denmark, Thisted Airport (TED/EKTS) 
Denmark, Vojens Skrydstrup Airport (SKS/EKSP) 
Djibouti, Djibouti Ambouli International Airport (JIB/HDAM) 
Dominica, Dominica Douglas Charles Airport (DOM/TDPD) 
Dominica, Roseau Canefield Airport (DCF/TDCF) 
Dominican-republic, Barahona Maria Montez International Airport (BRX/MDBH) 
Dominican-republic, La Romana International Airport (LRM/MDLR) 
Dominican-republic, Puerto Plata Gregorio Luperon International Airport (POP/MDPP) 
Dominican-republic, Punta Cana International Airport (PUJ/MDPC) 
Dominican-republic, Samana El Catey International Airport (AZS/MDCY) 
Dominican-republic, Santiago de los Caballeros Cibao International Airport (STI/MDST) 
Dominican-republic, Santo Domingo La Isabela International Airport (JBQ/MDJB) 
Dominican-republic, Santo Domingo Las Americas International Airport (SDQ/MDSD) 
Ecuador, Cuenca Mariscal Lamar International Airport (CUE/SECU) 
Ecuador, El Coca Francisco de Orellana Airport (OCC/SECO) 
Ecuador, Esmeraldas Carlos Concha Torres International Airport (ESM/SEES) 
Ecuador, Seymour Baltra Galapagos Airport (GPS/SEGS) 
Ecuador, Guayaquil International Airport (GYE/SEGU) 
Ecuador, Isabela Island General Villamil Airport (IBB/SEII) 
Ecuador, Latacunga Cotopaxi International Airport (LTX/SELT) 
Ecuador, Loja Ciudad de Catamayo Airport (LOH/SECA) 
Ecuador, Manta Eloy Alfaro International Airport (MEC/SEMT) 
Ecuador, Quito Mariscal Sucre International Airport (UIO/SEQM) 
Ecuador, Salinas General Ulpiano Paez Airport (SNC/SESA) 
Ecuador, San Cristobal Airport (SCY/SEST) 
Ecuador, Santa Rosa International Airport (ETR/SERO) 
Egypt, Abu Simbel Airport (ABS/HEBL) 
Egypt, Alexandria Borg El Arab Airport (HBE/HEBA) 
Egypt, Assiut Airport (ATZ/HEAT) 
Egypt, Aswan International Airport (ASW/HESN) 
Egypt, Cairo International Airport (CAI/HECA) 
Egypt, Cairo Capital International Airport (CCE/HECP) 
Egypt, El Alamein International Airport (DBB/HEAL) 
Egypt, El Arish International Airport (AAC/HEAR) 
Egypt, Giza Sphinx International Airport (SPX/HESX) 
Egypt, Hurghada International Airport (HRG/HEGN) 
Egypt, Luxor International Airport (LXR/HELX) 
Egypt, Marsa Alam International Airport (RMF/HEMA) 
Egypt, Marsa Matruh International Airport (MUH/HEMM) 
Egypt, Port Said Airport (PSD/HEPS) 
Egypt, Sharm el-Sheikh International Airport (SSH/HESH) 
Egypt, Sohag International Airport (HMB/HESG) 
Egypt, Taba International Airport (TCP/HETB) 
El-salvador, San Salvador International Airport (SAL/MSLP) 
El-salvador, San Salvador Ilopango International Airport (ILS/MSSS) 
Equatorial-guinea, Annobon Airport (NBN/FGAN) 
Equatorial-guinea, Bata Airport (BSG/FGBT) 
Equatorial-guinea, Malabo International Airport (SSG/FGSL) 
Equatorial-guinea, Mongomo Mongomeyen Airport (GEM/FGMY) 
Eritrea, Asmara International Airport (ASM/HHAS) 
Estonia, Kardla Airport (KDL/EEKA) 
Estonia, Kuressaare Airport (URE/EEKE) 
Estonia, Parnu Airport (EPU/EEPU) 
Estonia, Tallinn Lennart Meri Airport  (TLL/EETN) 
Estonia, Tartu Airport (TAY/EETU) 
Eswatini, Manzini King Mswati III International Airport (SHO/FDSK) 
Eswatini, Manzini Matsapha Airport (MTS/FDMS) 
Ethiopia, Addis Ababa Bole Airport (ADD/HAAB) 
Ethiopia, Arba Minch Airport (AMH/HAAM) 
Ethiopia, Asosa Airport (ASO/HASO) 
Ethiopia, Awasa Airport (AWA/HALA) 
Ethiopia, Axum Airport (AXU/HAAX) 
Ethiopia, Bahir Dar Airport (BJR/HABD) 
Ethiopia, Dessie Kombolcha Airport (DSE/HADC) 
Ethiopia, Dire Dawa International Airport (DIR/HADR) 
Ethiopia, Gambela Airport (GMB/HAGM) 
Ethiopia, Goba Robe Airport (GOB/HAGB) 
Ethiopia, Gode Airport (GDE/HAGO) 
Ethiopia, Gondar Airport (GDQ/HAGN) 
Ethiopia, Jijiga Airport (JIJ/HAJJ) 
Ethiopia, Jimma Aba Segud Airport (JIM/HAJM) 
Ethiopia, Jinka Baco Airport (BCO/HABC) 
Ethiopia, Lalibela Airport (LLI/HALL) 
Ethiopia, Mekele Alula Aba Nega Airport (MQX/HAMK) 
Ethiopia, Semera Airport (SZE/HASM) 
Falkland-islands-malvinas, Mount Pleasant Airport (MPN/EGYP) 
Falkland-islands-malvinas, Stanley Airport (PSY/SFAL) 
Faroe-islands, Vagar Airport (FAE/EKVG) 
Fiji, Castaway Island Airport (CST/NFCS) 
Fiji, Kandavu Airport (KDV/NFKD) 
Fiji, Labasa Airport (LBS/NFNL) 
Fiji, Malolo Lailai Airport (PTF/NFFO) 
Fiji, Mana Island Airport (MNF/NFMA) 
Fiji, Matei Taveuni Airport (TVU/NFNM) 
Fiji, Nadi International Airport (NAN/NFFN) 
Fiji, Rotuma Airport (RTA/NFNR) 
Fiji, Savusavu Airport (SVU/NFNS) 
Fiji, Nausori International Airport (SUV/NFNA) 
Fiji, Yasawa Island Airport (YAS/NFSW) 
Finland, Enontekio Airport (ENF/EFET) 
Finland, Helsinki Vantaa Airport (HEL/EFHK) 
Finland, Hyvinkaa Airport (HYV/EFHV) 
Finland, Ivalo Airport (IVL/EFIV) 
Finland, Joensuu Airport (JOE/EFJO) 
Finland, Jyvaskyla Airport (JYV/EFJY) 
Finland, Kajaani Airport (KAJ/EFKI) 
Finland, Kemi Tornio Airport (KEM/EFKE) 
Finland, Kittila Airport (KTT/EFKT) 
Finland, Kokkola-Pietarsaari Airport (KOK/EFKK) 
Finland, Kuopio Airport (KUO/EFKU) 
Finland, Kuusamo Airport (KAO/EFKS) 
Finland, Lappeenranta Airport (LPP/EFLP) 
Finland, Mariehamn Airport (MHQ/EFMA) 
Finland, Mikkeli Airport (MIK/EFMI) 
Finland, Oulu Airport (OUL/EFOU) 
Finland, Pori Airport (POR/EFPO) 
Finland, Rovaniemi Airport (RVN/EFRO) 
Finland, Savonlinna Airport (SVL/EFSA) 
Finland, Seinajoki Airport (SJY/EFSI) 
Finland, Tampere Pirkkala Airport (TMP/EFTP) 
Finland, Turku Airport (TKU/EFTU) 
